Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness1,Thickness2
L20G02T34-5_G015T34-11_C6S,8020.012,0.298,4744.642,10736.335,4557.59,4744.642,0.362,0.651,0.00782234,1.3,1.3
L20G02T34-5_G015T34-2_C6S,9860.501,0.307,5565.26,13544.698,6000.321,5565.26,0.404,0.678,0.00872351,1.3,1.3
L20G02T34-5_G017T34-0_C6S,10323.752,0.309,5751.555,14266.341,6379.594,5751.555,0.414,0.686,0.00894749,1.3,1.3
L20G02T34-5_G017T34-4_C6S,7505.327,0.3,4579.148,10103.325,4329.996,4579.148,0.352,0.63,0.00759661,1.3,1.3
L20G02T34-5_G023T34-2_C6S,10697.102,0.254,4357.017,12934.282,4403.898,4357.017,0.38,1.022,0.00821632,1.3,1.3
L20G02T34-5_G025T34-2_C6S,9786.072,0.248,4143.54,11699.872,3858.469,4143.54,0.361,1.057,0.00780264,1.3,1.3
L20G02T34-5_G025T34-5_C6S,11130.28,0.258,4578.374,13563.882,4716.282,4578.374,0.398,1.035,0.0086041,1.3,1.3
L20G02T34-5_G027T34-1_C6S,9168.605,0.247,4040.223,10941.611,3589.081,4040.223,0.351,1.099,0.00758939,1.3,1.3
L20G02T34-5_G027T34-3_C6S,11232.872,0.259,4680.28,13716.277,4794.218,4680.28,0.409,1.049,0.00882913,1.3,1.3
L20G02T34-6S,3950.71,0.309,2948.625,5459.466,2441.353,2948.625,0.233,0.512,0.00504009,1.3,1.3
L20G02T34-6_G012T64-0_C9S,9863.06,0.223,3961.897,11310.882,3246.238,3961.897,0.346,1.018,0.0074689,1.3,1.3
L20G02T34-6_G013T34-0_C6S,9473.199,0.301,5464.842,12788.319,5506.844,5464.842,0.397,0.666,0.0085733,1.3,1.3
L20G02T34-6_G013T34-1_C6S,8940.414,0.3,5147.183,12035.173,5157.931,5147.183,0.383,0.668,0.00827345,1.3,1.3
L20G02T34-6_G014T64-2_C9S,15542.557,0.213,5469.346,17568.088,4754.769,5469.346,0.464,1.171,0.01002535,1.3,1.3
L20G02T34-6_G0156T64-0_C9S,5986.915,0.298,3955.894,8014.642,3402.227,3955.894,0.322,0.583,0.0069498,1.3,1.3
L20G02T34-6_G0158T64-3_C9S,17018.497,0.219,6013.998,19401.362,5440.331,6013.998,0.485,1.161,0.01046619,1.3,1.3
L20G02T34-6_G015T34-15_C6S,9857.537,0.307,5564.069,13540.626,5998.517,5564.069,0.404,0.678,0.00872351,1.3,1.3
L20G02T34-6_G015T34-6_C6S,8014.509,0.298,4744.067,10728.969,4554.462,4744.067,0.362,0.651,0.00782234,1.3,1.3
L20G02T34-6_G017T34-1_C6S,7502.84,0.3,4580.545,10099.977,4328.562,4580.545,0.352,0.63,0.00759661,1.3,1.3
L20G02T34-6_G017T34-5_C6S,10323.087,0.309,5750.114,14265.422,6379.183,5750.114,0.414,0.686,0.00894749,1.3,1.3
L20G02T34-6_G023T34-1_C6S,10689.617,0.254,4355.332,12925.232,4400.816,4355.332,0.38,0.979,0.00821632,1.3,1.3
L20G02T34-6_G025T34-1_C6S,11134.146,0.258,4578.641,13568.593,4717.92,4578.641,0.398,0.967,0.0086041,1.3,1.3
L20G02T34-6_G025T34-4_C6S,9789.418,0.248,4144.109,11703.873,3859.788,4144.109,0.361,0.946,0.00780264,1.3,1.3
L20G02T34-6_G027T34-0_C6S,11223.267,0.258,4680.058,13677.2,4755.684,4680.058,0.409,0.953,0.00882913,1.3,1.3
L20G02T34-6_G027T34-2_C6S,9176.016,0.247,4040.583,10950.455,3591.982,4040.583,0.351,0.911,0.00758939,1.3,1.3
L20G034T64-0S,7323.48,0.27,3365.529,9151.216,3384.696,3365.529,0.279,0.857,0.00601948,1.3,1.3
L20G034T64-0_G025T34-4_C9S,13497.277,0.248,5293.654,16136.854,5321.729,5293.654,0.411,1.022,0.00886883,1.3,1.3
L20G034T64-0_G027T34-2_C9S,12944.124,0.243,5009.681,15336.784,4923.168,5009.681,0.403,1.039,0.0086952,1.3,1.3
L20G034T64-1S,7323.483,0.27,3365.585,9151.22,3384.698,3365.585,0.279,0.857,0.0060195,1.3,1.3
L20G034T64-1_G025T34-2_C9S,13501.031,0.248,5293.593,16141.343,5323.209,5293.593,0.411,1.022,0.00886884,1.3,1.3
L20G034T64-1_G027T34-1_C9S,12947.111,0.243,5009.054,15340.323,4924.304,5009.054,0.403,1.04,0.00869519,1.3,1.3
L20G038T64-0S,8928.659,0.219,3058.536,10178.816,2854.239,3058.536,0.299,1.197,0.00646241,1.3,1.3
L20G038T64-1S,8928.995,0.219,3058.394,10179.199,2854.346,3058.394,0.299,1.197,0.00646239,1.3,1.3
L20G03T63-0S,6959.824,0.25,2593.463,8351.789,2783.93,2593.463,0.25,1.073,0.00539297,1.3,1.3
L20G03T63-0_G013T34-0_C9S,11775.482,0.256,4902.812,14293.618,4918.234,4902.812,0.399,0.956,0.00861368,1.3,1.3
L20G03T63-0_G013T34-1_C9S,11783.296,0.256,4904.703,14303.103,4921.498,4904.703,0.399,0.956,0.00861366,1.3,1.3
L20G03T63-0_G015T34-11_C9S,11225.659,0.254,4593.879,13573.381,4621.5,4593.879,0.386,0.974,0.00833191,1.3,1.3
L20G03T63-0_G015T34-6_C9S,11223.42,0.254,4594.178,13570.674,4620.578,4594.178,0.386,0.974,0.00833192,1.3,1.3
L20G03T63-0_G017T34-1_C9S,10595.089,0.254,4342.498,12810.934,4361.9,4342.498,0.378,0.973,0.00816266,1.3,1.3
L20G03T63-0_G017T34-4_C9S,10602.371,0.254,4343.116,12819.739,4364.898,4343.116,0.378,0.973,0.00816266,1.3,1.3
L20G03T63-0_G023T34-1_C9S,13873.558,0.247,5018.089,16556.398,5430.85,5018.089,0.394,1.109,0.0085096,1.3,1.3
L20G03T63-0_G023T34-2_C9S,13875.737,0.247,5017.561,16558.998,5431.703,5017.561,0.394,1.109,0.00850954,1.3,1.3
L20G03T63-0_G025T34-2_C9S,13195.53,0.238,4594.711,15499.935,4841.187,4594.711,0.382,1.16,0.00824239,1.3,1.3
L20G03T63-0_G025T34-4_C9S,13195.891,0.238,4593.704,15500.359,4841.32,4593.704,0.382,1.16,0.00824235,1.3,1.3
L20G03T63-0_G027T34-1_C9S,12630.24,0.232,4288.047,14689.172,4437.354,4288.047,0.374,1.195,0.00806869,1.3,1.3
L20G03T63-0_G027T34-2_C9S,12629.572,0.231,4289.98,14664.749,4405.146,4289.98,0.374,1.196,0.00806872,1.3,1.3
L20G03T63-0_G0T34-0_C9S,16055.492,0.21,4700.259,18073.295,4804.294,4700.259,0.389,1.412,0.00839507,1.3,1.3
L20G046T64-0S,6466.234,0.179,1259.813,7013.677,1529.169,1259.813,0.241,2.177,0.00520053,1.3,1.3
L20G046T64-0_G017T34-4_C9S,10527.245,0.211,3024.647,11866.421,3173.403,3024.647,0.373,1.437,0.008067,1.3,1.3
L20G046T64-0_G027T34-2_C9S,11326.947,0.176,2622.97,12247.791,2616.033,2622.97,0.368,1.836,0.00795739,1.3,1.3
L20G046T64-1S,6466.582,0.179,1262.751,7014.054,1529.252,1262.751,0.241,2.172,0.0051995,1.3,1.3
L20G046T64-1_G017T34-1_C9S,10532.893,0.212,3027.421,11889.095,3198.589,3027.421,0.373,1.435,0.008067,1.3,1.3
L20G046T64-1_G027T34-1_C9S,11318.102,0.175,2624.633,12225.773,2593.346,2624.633,0.368,1.835,0.0079564,1.3,1.3
L20G048T64-0S,9549.67,0.07,1001.324,9651.373,726.447,1001.324,0.303,0.224,0.00654669,1.3,1.3
L20G048T64-1S,9547.385,0.07,1001.012,9649.063,726.274,1001.012,0.303,4.457,0.00654669,1.3,1.3
L20G04T64-0S,7656.788,0.287,3997.085,9957.447,4008.117,3997.085,0.308,0.744,0.00664601,1.3,1.3
L20G057T64-0S,5342.411,0.103,426.652,5471.844,628.317,426.652,0.204,5.676,0.00441654,1.3,1.3
L20G057T64-1S,5350.394,0.103,427.509,5480.021,629.255,427.509,0.204,5.673,0.00441654,1.3,1.3
L20G058T64-0S,13537.313,0.177,2240.486,14652.891,3151.351,2240.486,0.358,0.39,0.00774082,1.3,1.3
L20G058T64-1S,7165.851,0.107,700.817,7354.431,881.214,700.817,0.253,4.618,0.00545707,1.3,1.3
L20G058T64-2S,10761.011,0.053,1686.699,10825.231,605.847,1686.699,0.327,0.33,0.00706033,1.3,1.3
L20G058T64-3S,5290.897,0.278,2820.272,6732.133,2592.151,2820.272,0.263,0.734,0.00567879,1.3,1.3
L20G058T64-4S,7169.788,0.107,700.008,7358.471,881.698,700.008,0.253,4.626,0.00545707,1.3,1.3
L20G058T64-5S,13531.906,0.177,2239.754,14647.039,3150.092,2239.754,0.358,2.567,0.00774119,1.3,1.3
L20G058T64-6S,5280.283,0.278,2821.848,6718.628,2586.951,2821.848,0.263,0.732,0.00567879,1.3,1.3
L20G058T64-7S,10756.179,0.053,1686.905,10820.37,605.575,1686.905,0.327,3.028,0.00706033,1.3,1.3
L20G05T63-0S,6925.61,0.217,2618.542,7872.502,2181.779,2618.542,0.258,1.087,0.00558254,1.3,1.3
L20G05T63-0_G013T34-0_C9S,12583.105,0.258,5229.446,15334.362,5331.894,5229.446,0.416,0.956,0.00899293,1.3,1.3
L20G05T63-0_G015T34-11_C9S,11627.179,0.249,4760.378,13926.697,4617.507,4760.378,0.4,0.978,0.00864455,1.3,1.3
L20G05T63-0_G015T34-15_C9S,13791.144,0.269,5881.02,17195.471,6327.745,5881.02,0.426,0.924,0.00919862,1.3,1.3
L20G05T63-0_G015T34-6_C9S,12021.835,0.232,4214.363,13981.588,4223.605,4214.363,0.384,1.158,0.00830223,1.3,1.3
L20G05T63-0_G017T34-4_C9S,11184.972,0.246,4519.51,13323.689,4346.986,4519.51,0.391,0.993,0.00844819,1.3,1.3
L20G05T63-0_G017T34-5_C9S,14265.8,0.275,6140.186,18026.501,6837.638,6140.186,0.436,0.911,0.0094226,1.3,1.3
L20G05T63-0_G01T34-16_C9S,12875.663,0.259,5836.466,15722.262,5495.366,5836.466,0.453,0.876,0.0097782,1.3,1.3
L20G05T63-0_G023T34-1_C9S,13395.5,0.231,5102.66,15554.102,4672.298,5102.66,0.412,1.066,0.0088961,1.3,1.3
L20G05T63-0_G025T34-2_C9S,14570.825,0.229,4291.706,16865.039,5009.201,4291.706,0.38,1.381,0.00821746,1.3,1.3
L20G05T63-0_G025T34-4_C9S,12457.552,0.207,4364.681,13966.932,3645.845,4364.681,0.395,1.182,0.00853864,1.3,1.3
L20G05T63-0_G025T34-5_C9S,15703.17,0.249,4822.019,18808.801,6236.207,4822.019,0.421,1.304,0.00909785,1.3,1.3
L20G05T63-0_G027T34-1_C9S,14332.197,0.228,4215.556,16562.764,4891.593,4215.556,0.374,1.384,0.00807997,1.3,1.3
L20G05T63-0_G027T34-2_C9S,11831.422,0.198,4100.089,13113.468,3237.49,4100.089,0.386,1.204,0.00833976,1.3,1.3
L20G05T63-0_G027T34-3_C9S,15748.411,0.25,4900.296,18898.093,6299.364,4900.296,0.432,1.286,0.00932498,1.3,1.3
L20G05T63-0_G02T34-4_C9S,15526.281,0.199,5323.601,17229.961,4280.602,5323.601,0.453,1.216,0.00978052,1.3,1.3
L20G05T63-0_G0T34-0_C9S,15778.195,0.188,4295.341,17282.729,4001.42,4295.341,0.371,1.546,0.00801887,1.3,1.3
L20G05T63-1S,6924.832,0.217,2617.978,7871.618,2181.534,2617.978,0.258,1.087,0.00558084,1.3,1.3
L20G05T63-1_G013T34-1_C9S,12588.636,0.258,5231.24,15341.103,5334.238,5231.24,0.416,0.956,0.00899376,1.3,1.3
L20G05T63-1_G015T34-11_C9S,12011.362,0.232,4213.233,13969.407,4219.925,4213.233,0.384,1.157,0.0083016,1.3,1.3
L20G05T63-1_G015T34-2_C9S,13787.155,0.269,5880.93,17190.497,6325.915,5880.93,0.426,0.924,0.00919799,1.3,1.3
L20G05T63-1_G015T34-6_C9S,11630.266,0.249,4760.78,13930.395,4618.733,4760.78,0.4,0.978,0.00864515,1.3,1.3
L20G05T63-1_G017T34-0_C9S,14270.726,0.274,6142.11,17991.809,6790.297,6142.11,0.436,0.912,0.00942197,1.3,1.3
L20G05T63-1_G017T34-1_C9S,11180.684,0.246,4520.612,13318.581,4345.32,4520.612,0.391,0.992,0.00844876,1.3,1.3
L20G05T63-1_G01T34-14_C9S,12869.811,0.258,5836.675,15683.756,5453.381,5836.675,0.453,0.876,0.00977903,1.3,1.3
L20G05T63-1_G023T34-2_C9S,13396.492,0.231,5101.062,15555.254,4672.644,5101.062,0.412,1.067,0.00889231,1.3,1.3
L20G05T63-1_G025T34-1_C9S,15697.717,0.249,4817.923,18802.27,6234.041,4817.923,0.421,1.304,0.00909786,1.3,1.3
L20G05T63-1_G025T34-2_C9S,12459.47,0.207,4360.731,13969.082,3646.406,4360.731,0.395,1.184,0.00853509,1.3,1.3
L20G05T63-1_G025T34-4_C9S,14576.761,0.229,4291.302,16871.91,5011.242,4291.302,0.38,1.382,0.00821833,1.3,1.3
L20G05T63-1_G027T34-0_C9S,15748.783,0.25,4901.308,18898.54,6299.513,4901.308,0.432,1.285,0.00932499,1.3,1.3
L20G05T63-1_G027T34-1_C9S,11831.715,0.197,4097.943,13097.743,3213.269,4097.943,0.386,1.206,0.00833626,1.3,1.3
L20G05T63-1_G027T34-2_C9S,14332.412,0.228,4215.667,16563.012,4891.667,4215.667,0.374,1.384,0.00808084,1.3,1.3
L20G05T63-1_G02T34-2_C9S,15531.211,0.199,5318.141,17235.432,4281.961,5318.141,0.453,1.218,0.00977672,1.3,1.3
L20G05T63-1_G0T34-0_C9S,16103.502,0.197,4877.313,17826.624,4373.406,4877.313,0.409,1.379,0.00883545,1.3,1.3
L20G05T64-0S,7505.535,0.249,3355.699,8989.912,2980.677,3355.699,0.293,0.895,0.0063267,1.3,1.3
L20G05T64-1S,5791.785,0.135,648.172,6046.58,943.686,648.172,0.22,3.936,0.00474475,1.3,1.3
L20G05T64-2S,7507.021,0.249,3355.391,8991.692,2981.267,3355.391,0.293,0.896,0.0063241,1.3,1.3
L20G067T64-0S,7462.31,0.209,2892.264,8388.812,2216.513,2892.264,0.279,1.067,0.0060294,1.3,1.3
L20G067T64-1S,7463.649,0.209,2891.224,8390.318,2216.911,2891.224,0.279,1.068,0.00602706,1.3,1.3
L20G068T64-0S,11719.05,0.133,1539.762,12217.59,1874.209,1539.762,0.326,0.298,0.00703741,1.3,1.3
L20G068T64-1S,4086.48,0.284,2167.062,5274.893,2092.276,2167.062,0.244,0.734,0.00527406,1.3,1.3
L20G068T64-2S,11718.586,0.133,1539.147,12217.106,1874.135,1539.147,0.326,3.36,0.00703741,1.3,1.3
L20G068T64-3S,4090.786,0.284,2164.78,5280.451,2094.481,2164.78,0.244,0.736,0.00527406,1.3,1.3
L20G06T63-0S,7050.623,0.243,3140.013,8353.897,2681.634,3140.013,0.277,0.903,0.00597815,1.3,1.3
L20G06T63-0_G023T34-1_C9S,13652.804,0.245,5700.466,16234.14,5268.032,5700.466,0.427,0.962,0.00922804,1.3,1.3
L20G06T63-0_G025T34-4_C9S,12771.956,0.226,5006.774,14713.885,4296.302,5006.774,0.412,1.04,0.00890344,1.3,1.3
L20G06T63-0_G027T34-2_C9S,12159.742,0.218,4720.974,13842.187,3858.819,4720.974,0.403,1.057,0.00871297,1.3,1.3
L20G06T63-0_G02T34-4_C9S,15837.047,0.214,5943.494,17925.944,4880.601,5943.494,0.468,1.097,0.01011245,1.3,1.3
L20G06T63-0_G0T34-0_C9S,16088.888,0.204,4954.52,17967.634,4604.771,4954.52,0.403,1.349,0.00869725,1.3,1.3
L20G06T63-1S,7050.525,0.242,3141.396,8339.104,2662.352,3141.396,0.277,0.904,0.00598047,1.3,1.3
L20G06T63-1_G023T34-2_C9S,13656.635,0.245,5703.61,16238.695,5269.51,5703.61,0.427,0.962,0.0092281,1.3,1.3
L20G06T63-1_G025T34-2_C9S,12773.073,0.226,5004.573,14715.171,4296.678,5004.573,0.412,1.041,0.00890355,1.3,1.3
L20G06T63-1_G027T34-1_C9S,12156.888,0.218,4720.743,13838.938,3857.914,4720.743,0.403,1.057,0.00871384,1.3,1.3
L20G06T63-1_G02T34-2_C9S,15833.718,0.214,5947.113,17922.176,4879.575,5947.113,0.468,1.097,0.01011251,1.3,1.3
L20G06T63-1_G0T34-0_C9S,16260.398,0.208,5371.92,18254.779,4794.184,5371.92,0.424,1.253,0.00915927,1.3,1.3
L20G078T64-0S,6241.02,0.082,403.838,6333.805,565.765,403.838,0.225,7.142,0.00486407,1.3,1.3
L20G078T64-1S,6239.117,0.082,403.271,6331.874,565.592,403.271,0.225,7.149,0.00486407,1.3,1.3
L20G07T63-0S,7264.733,0.196,2640.039,8032.319,1958.128,2640.039,0.267,1.15,0.00575954,1.3,1.3
L20G07T63-0_G013T34-0_C9S,13452.097,0.249,5277.495,16112.531,5342.237,5277.495,0.428,1.02,0.00924012,1.3,1.3
L20G07T63-0_G013T34-1_C9S,13962.251,0.241,5127.502,16485.255,5234.449,5127.502,0.411,1.097,0.00887526,1.3,1.3
L20G07T63-0_G015T34-11_C9S,12413.088,0.24,4839.228,14630.811,4620.256,4839.228,0.41,1.034,0.00885889,1.3,1.3
L20G07T63-0_G017T34-1_C9S,12604.191,0.215,3929.492,14286.752,3912.932,3929.492,0.38,1.32,0.0082043,1.3,1.3
L20G07T63-0_G017T34-4_C9S,11951.091,0.236,4606.815,13990.992,4321.825,4606.815,0.401,1.049,0.00865412,1.3,1.3
L20G07T63-0_G01T34-16_C9S,13764.006,0.25,5903.423,16516.807,5505.602,5903.423,0.464,0.933,0.01002539,1.3,1.3
L20G07T63-0_G023T34-1_C9S,13552.229,0.219,4869.935,15449.76,4332.263,4869.935,0.423,1.141,0.00913653,1.3,1.3
L20G07T63-0_G023T34-2_C9S,16512.732,0.223,4321.767,18936.675,5434.85,4321.767,0.407,1.562,0.00878162,1.3,1.3
L20G07T63-0_G025T34-1_C9S,14092.043,0.235,5697.292,16469.961,5059.4,5697.292,0.437,1.001,0.00943358,1.3,1.3
L20G07T63-0_G025T34-4_C9S,12591.074,0.195,4226.075,13904.677,3368.214,4226.075,0.405,1.247,0.00874782,1.3,1.3
L20G07T63-0_G027T34-1_C9S,15331.389,0.207,3936.709,17188.968,4486.906,3936.709,0.376,1.613,0.00812908,1.3,1.3
L20G07T63-0_G027T34-2_C9S,11959.951,0.185,4000.382,13056.54,2963.755,4000.382,0.395,1.261,0.00854089,1.3,1.3
L20G07T63-0_G02T34-4_C9S,15694.506,0.188,5063.342,17191.06,3980.196,5063.342,0.464,1.305,0.01002095,1.3,1.3
L20G07T63-0_G0T34-0_C9S,15792.867,0.178,3935.152,17112.034,3705.526,3935.152,0.354,1.703,0.00765495,1.3,1.3
L20G07T63-1S,7279.164,0.197,2638.56,8058.056,1976.883,2638.56,0.267,1.152,0.00575719,1.3,1.3
L20G07T63-1_G013T34-0_C9S,13974.314,0.24,5128.109,16470.966,5201.358,5128.109,0.411,1.099,0.00887654,1.3,1.3
L20G07T63-1_G013T34-1_C9S,13438.92,0.249,5269.312,16096.748,5337.004,5269.312,0.428,1.021,0.00924012,1.3,1.3
L20G07T63-1_G015T34-6_C9S,12415.503,0.24,4839.238,14633.657,4621.155,4839.238,0.41,1.035,0.00885889,1.3,1.3
L20G07T63-1_G017T34-1_C9S,11944.305,0.236,4606.217,13983.048,4319.371,4606.217,0.401,1.049,0.00865412,1.3,1.3
L20G07T63-1_G017T34-4_C9S,12610.812,0.215,3930.023,14294.257,3914.987,3930.023,0.38,1.321,0.00820558,1.3,1.3
L20G07T63-1_G01T34-14_C9S,13762.488,0.25,5905.467,16514.986,5504.995,5905.467,0.464,0.932,0.01002539,1.3,1.3
L20G07T63-1_G023T34-1_C9S,16490.795,0.223,4323.394,18911.518,5427.63,4323.394,0.407,1.559,0.00878162,1.3,1.3
L20G07T63-1_G023T34-2_C9S,13558.387,0.22,4869.117,15479.423,4365.991,4869.117,0.423,1.141,0.00913374,1.3,1.3
L20G07T63-1_G025T34-2_C9S,12590.306,0.195,4224.044,13903.829,3368.008,4224.044,0.405,1.247,0.00874503,1.3,1.3
L20G07T63-1_G025T34-5_C9S,14102.965,0.235,5696.537,16482.726,5063.321,5696.537,0.437,1.002,0.00943079,1.3,1.3
L20G07T63-1_G027T34-1_C9S,11966.196,0.185,3998.492,13063.358,2965.302,3998.492,0.395,1.263,0.0085381,1.3,1.3
L20G07T63-1_G027T34-2_C9S,15318.896,0.208,3936.29,17197.799,4516.594,3936.29,0.376,1.611,0.00812908,1.3,1.3
L20G07T63-1_G02T34-2_C9S,15697.771,0.188,5056.705,17194.636,3981.024,5056.705,0.464,1.307,0.01001815,1.3,1.3
L20G07T63-1_G0T34-0_C9S,16348.962,0.19,4927.454,17948.847,4210.223,4927.454,0.42,1.394,0.0090826,1.3,1.3
L20G07T64-0S,8538.113,0.233,3518.526,9946.102,3021.437,3518.526,0.326,0.984,0.00703602,1.3,1.3
L20G07T64-0_G013T34-1_C9S,15652.589,0.246,6028.364,18645.575,6083.304,6028.364,0.465,1.042,0.01003816,1.3,1.3
L20G07T64-0_G017T34-1_C9S,14523.615,0.23,4900.008,16837.072,5029.255,4900.008,0.434,1.205,0.00937431,1.3,1.3
L20G07T64-1S,4898.75,0.087,283.208,4981.343,474.673,283.208,0.182,7.956,0.00392141,1.3,1.3
L20G07T64-2S,8533.09,0.233,3517.877,9940.251,3019.659,3517.877,0.326,0.984,0.00703367,1.3,1.3
L20G07T64-2_G013T34-0_C9S,15656.689,0.247,6032.471,18684.347,6128.863,6032.471,0.465,1.041,0.01003944,1.3,1.3
L20G07T64-2_G017T34-4_C9S,14536.887,0.23,4902.991,16852.459,5033.851,4902.991,0.434,1.205,0.00937559,1.3,1.3
L20G08T34-0S,4576.89,0.304,2465.14,6231.837,2721.952,2465.14,0.277,1.405,0.00597859,1.3,1.3
L20G08T34-0_G012T64-0_C9S,10258.044,0.224,3484.292,11781.641,3400.886,3484.292,0.381,1.203,0.00823474,1.3,1.3
L20G08T34-0_G012T64-2_C9S,10545.313,0.23,3411.537,12225.069,3651.644,3411.537,0.376,1.257,0.00811749,1.3,1.3
L20G08T34-0_G0156T64-1_C9S,6449.565,0.294,3798.951,8540.9,3556.692,3798.951,0.35,0.656,0.00755496,1.3,1.3
L20G08T34-0_G015T64-17_C9S,6622.774,0.289,3773.636,8656.537,3518.62,3773.636,0.336,0.681,0.00725665,1.3,1.3
L20G08T34-3S,4580.542,0.304,2465.735,6236.809,2724.124,2465.735,0.277,0.712,0.00597244,1.3,1.3
L20G08T34-3_G0156T64-0_C9S,6448.612,0.294,3798.38,8539.638,3556.166,3798.38,0.35,0.656,0.00755542,1.3,1.3
L20G08T34-3_G015T64-7_C9S,6623.614,0.289,3774.699,8657.635,3519.067,3774.699,0.336,0.681,0.00725665,1.3,1.3
L20G08T64-1S,4819.341,0.349,4109.624,7701.047,4128.518,4109.624,0.352,0.435,0.0076056,1.3,1.3
L20G08T64-1_G012T34-4_C9S,7962.488,0.337,5695.776,12111.929,6156.44,5695.776,0.445,0.523,0.00960902,1.3,1.3
L20G08T64-1_G012T34-7_C9S,7962.157,0.337,5698.119,12111.425,6156.185,5698.119,0.445,0.523,0.00960902,1.3,1.3
L20G08T64-1_G013T34-0_C9S,12827.228,0.29,6597.855,16809.398,6865.81,6597.855,0.49,0.754,0.01057714,1.3,1.3
L20G08T64-1_G015T34-11_C9S,11262.423,0.295,6268.328,14954.343,6257.491,6268.328,0.483,0.694,0.01042831,1.3,1.3
L20G08T64-1_G015T34-2_C9S,14206.193,0.287,6887.661,18474.772,7436.549,6887.661,0.497,0.801,0.01072491,1.3,1.3
L20G08T64-1_G017T34-4_C9S,10565.276,0.299,6097.838,14182.855,6049.463,6097.838,0.479,0.667,0.01035373,1.3,1.3
L20G08T64-1_G023T34-1_C9S,14310.446,0.27,6423.496,17881.934,6613.866,6423.496,0.487,0.877,0.01051636,1.3,1.3
L20G08T64-1_G025T34-1_C9S,14780.505,0.278,6713.585,18806.702,7241.362,6713.585,0.494,0.861,0.01066623,1.3,1.3
L20G08T64-1_G025T34-4_C9S,13574.396,0.262,6103.025,16676.717,5920.461,6103.025,0.48,0.881,0.01037027,1.3,1.3
L20G08T64-1_G027T34-0_C9S,14910.121,0.28,6829.435,19061.234,7412.702,6829.435,0.497,0.853,0.01074117,1.3,1.3
L20G08T64-1_G027T34-2_C9S,13136.775,0.26,5937.0,16073.435,5647.423,5937.0,0.477,0.878,0.01029659,1.3,1.3
L20G08T64-2S,9289.746,0.102,772.154,9510.109,1080.213,772.154,0.286,5.459,0.00616939,1.3,1.3
L20G0T13-0_G0124T64-0_C7S,4025.846,0.275,1693.228,5087.126,1929.599,1693.228,0.226,0.932,0.00488922,1.3,1.3
L20G0T13-0_G0125T64-5_C7S,13701.746,0.266,6013.082,16974.321,6151.457,6013.082,0.411,0.9,0.00888294,1.3,1.3
L20G0T13-0_G012T64-0_C7S,8286.036,0.233,2316.947,9652.456,2932.233,2316.947,0.215,1.45,0.00465332,1.3,1.3
L20G0T13-0_G012T64-2_C7S,6694.156,0.132,988.223,6974.15,1060.585,988.223,0.208,2.992,0.0044892,1.3,1.3
L20G0T13-0_G0158T64-4_C7S,9516.334,0.263,4407.739,11715.356,4180.649,4407.739,0.361,0.855,0.00780153,1.3,1.3
L20G0T13-0_G023T64-0_C7S,13309.845,0.249,6084.853,15942.146,5285.745,6084.853,0.403,0.876,0.00870563,1.3,1.3
L20G0T13-0_G025T64-3_C7S,6393.831,0.296,3574.931,8512.726,3579.214,3574.931,0.284,1.449,0.00614045,1.3,1.3
L20G0T13-0_G02T34-5_C4S,7661.1,0.3,4440.828,10313.019,4419.865,4440.828,0.312,1.507,0.00673983,1.3,1.3
L20G0T13-0_G058T64-4_C7S,10219.507,0.213,3391.313,11551.33,3126.345,3391.313,0.334,1.242,0.00720433,1.3,1.3
L20G0T13-0_G058T64-6_C7S,9630.298,0.305,5941.641,13150.716,5771.178,5941.641,0.353,0.621,0.00761908,1.3,1.3
L20G0T13-0_G068T64-3_C7S,8031.404,0.304,5076.645,10935.46,4776.408,5076.645,0.334,0.607,0.00722145,1.3,1.3
L20G0T13-0_G078T64-1_C7S,9210.978,0.21,2929.193,10368.585,2756.206,2929.193,0.307,1.299,0.00662841,1.3,1.3
L20G0T13-0_G08T64-2_C7S,12470.105,0.204,3479.004,13926.276,3569.045,3479.004,0.367,1.489,0.00791665,1.3,1.3
L20G0T13-0_G0T33-4_C4S,12238.486,0.308,7348.06,16861.446,7504.806,7348.06,0.379,0.637,0.00818726,1.3,1.3
L20G0T13-0_G0T34-0_C4S,11567.07,0.19,2721.657,12699.006,2978.779,2721.657,0.256,1.786,0.00553029,1.3,1.3
L20G0T13-5_G0124T64-5_C7S,4031.21,0.275,1694.642,5093.904,1932.17,1694.642,0.226,0.933,0.00488922,1.3,1.3
L20G0T13-5_G0125T64-2_C7S,13700.098,0.266,6011.264,16972.279,6150.717,6011.264,0.411,0.9,0.00888283,1.3,1.3
L20G0T13-5_G0158T64-0_C7S,9512.903,0.263,4407.034,11711.132,4179.142,4407.034,0.361,0.855,0.00780142,1.3,1.3
L20G0T13-5_G023T64-3_C7S,13316.566,0.249,6085.074,15950.196,5288.414,6085.074,0.403,0.876,0.00870565,1.3,1.3
L20G0T13-5_G025T64-0_C7S,6394.407,0.296,3574.788,8513.493,3579.537,3574.788,0.284,0.69,0.00614045,1.3,1.3
L20G0T13-5_G02T34-6_C4S,7662.552,0.3,4440.06,10314.974,4420.703,4440.06,0.312,0.664,0.00673983,1.3,1.3
L20G0T13-5_G058T64-1_C7S,10213.774,0.212,3391.932,11528.886,3101.68,3391.932,0.334,1.242,0.00720433,1.3,1.3
