Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness1,Thickness2
L20G013T34-1_G12T64-0_C9S,1820.157,0.233,641.285,2120.313,644.111,641.285,0.093,1.151,0.00200135,0.2,0.2
L20G013T34-1_G12T64-1_C9S,1601.513,0.221,603.734,1831.125,519.485,603.734,0.092,1.086,0.00199451,0.2,0.2
L20G013T34-1_G12T64-2_C9S,1107.199,0.263,532.526,1363.049,486.407,532.526,0.073,0.823,0.00156883,0.2,0.2
L20G0145T64-0S,205.386,0.259,62.727,250.794,87.659,62.727,0.028,1.3,0.00059462,0.2,0.2
L20G0145T64-1S,204.77,0.261,62.919,251.054,88.667,62.919,0.028,1.29,0.00059464,0.2,0.2
L20G014T64-0S,494.148,0.35,454.535,793.077,427.041,454.535,0.066,0.403,0.00141779,0.2,0.2
L20G014T64-0_G015T34-2_C9S,1621.579,0.282,889.617,2082.994,818.112,889.617,0.097,0.711,0.00210203,0.2,0.2
L20G014T64-0_G017T34-0_C9S,1663.597,0.292,928.63,2191.42,903.806,928.63,0.099,0.693,0.00213965,0.2,0.2
L20G014T64-2S,108.517,-0.86,51.756,530.046,-245.075,51.756,0.05,7.488,0.00107037,0.2,0.2
L20G014T64-2_G015T34-11_C9S,1001.773,-0.005,258.247,1001.823,-4.984,258.247,0.076,1.949,0.00164919,0.2,0.2
L20G014T64-2_G015T34-2_C9S,1340.752,0.154,388.0,1420.388,258.558,388.0,0.083,1.497,0.00179951,0.2,0.2
L20G014T64-2_G017T34-0_C9S,1398.416,0.177,419.173,1513.656,325.537,419.173,0.085,1.417,0.00183715,0.2,0.2
L20G014T64-2_G017T34-4_C9S,912.614,-0.058,227.14,918.455,-50.35,227.14,0.075,2.133,0.00161163,0.2,0.2
L20G014T64-2_G025T34-2_C9S,1313.244,-0.053,193.489,1320.288,-66.453,193.489,0.076,3.584,0.00164575,0.2,0.2
L20G014T64-2_G025T34-4_C9S,1822.598,0.173,344.918,1964.81,411.018,344.918,0.077,2.252,0.00165542,0.2,0.2
L20G014T64-2_G025T34-5_C9S,1641.801,0.091,285.614,1672.27,167.411,285.614,0.083,2.634,0.00179632,0.2,0.2
L20G014T64-2_G027T34-1_C9S,1176.802,-0.114,163.688,1204.915,-123.304,163.688,0.074,4.057,0.00160811,0.2,0.2
L20G014T64-2_G027T34-2_C9S,1708.322,0.147,290.969,1799.495,310.112,290.969,0.075,2.559,0.00161893,0.2,0.2
L20G014T64-2_G027T34-3_C9S,1651.61,0.096,292.751,1685.986,179.043,292.751,0.085,2.574,0.00183397,0.2,0.2
L20G014T64-3S,108.412,-0.861,51.652,533.238,-246.705,51.652,0.05,7.55,0.00107037,0.2,0.2
L20G014T64-3_G025T34-1_C9S,1641.124,0.091,285.577,1671.58,167.342,285.577,0.083,2.634,0.00179632,0.2,0.2
L20G014T64-3_G025T34-4_C9S,1313.747,-0.052,193.673,1320.535,-65.274,193.673,0.076,3.578,0.00164575,0.2,0.2
L20G014T64-3_G027T34-0_C9S,1653.909,0.096,292.849,1688.333,179.292,292.849,0.085,2.576,0.00183397,0.2,0.2
L20G014T64-3_G027T34-2_C9S,1176.784,-0.113,163.512,1204.42,-122.282,163.512,0.074,4.057,0.00160811,0.2,0.2
L20G014T64-4S,493.325,0.349,451.22,788.307,422.61,451.22,0.066,2.468,0.00141779,0.2,0.2
L20G014T64-6S,298.482,0.318,216.577,424.312,197.847,216.577,0.041,0.523,0.00087644,0.2,0.2
L20G014T64-7S,298.298,0.317,216.075,422.673,196.175,216.075,0.041,0.524,0.00087644,0.2,0.2
L20G0156T64-0S,29.674,-0.061,49.782,29.884,-1.718,49.782,0.028,0.317,0.00059524,0.2,0.2
L20G0156T64-1S,29.701,-0.06,49.857,29.904,-1.693,49.857,0.028,0.317,0.00059524,0.2,0.2
L20G0158T64-0S,496.505,0.244,184.96,589.325,190.206,184.96,0.049,1.079,0.00105179,0.2,0.2
L20G0158T64-1S,90.466,0.171,46.26,97.332,20.077,46.26,0.04,0.835,0.00086849,0.2,0.2
L20G0158T64-2S,308.349,0.286,276.275,399.996,160.223,276.275,0.056,0.434,0.0012084,0.2,0.2
L20G0158T64-3S,307.763,0.282,276.064,395.336,155.271,276.064,0.056,0.435,0.0012084,0.2,0.2
L20G0158T64-4S,502.223,0.242,184.862,594.011,189.645,184.862,0.049,1.094,0.00105179,0.2,0.2
L20G0158T64-5S,89.936,0.174,46.216,97.051,20.444,46.216,0.04,0.829,0.00086849,0.2,0.2
L20G015T34-11S,299.575,0.336,198.155,453.935,229.702,198.155,0.028,0.566,0.00060554,0.2,0.2
L20G015T34-11_G0125T64-3_C9S,1356.467,0.232,612.612,1577.593,476.565,612.612,0.085,0.899,0.00183769,0.2,0.2
L20G015T34-11_G0125T64-5_C9S,1233.03,0.293,709.677,1628.524,674.905,709.677,0.084,0.672,0.00182488,0.2,0.2
L20G015T34-11_G0135T64-1_C9S,512.453,0.335,324.974,773.536,389.676,324.974,0.055,0.591,0.00118909,0.2,0.2
L20G015T34-11_G0137T64-1_C9S,552.58,0.324,338.881,801.514,384.158,338.881,0.059,0.616,0.00126531,0.2,0.2
L20G015T34-11_G0138T64-2_C9S,568.976,0.314,428.852,798.509,365.498,428.852,0.075,0.505,0.00162431,0.2,0.2
L20G015T34-11_G0145T64-0_C9S,537.835,0.325,344.178,782.833,376.919,344.178,0.055,0.59,0.00118283,0.2,0.2
L20G015T34-11_G0156T64-1_C9S,581.642,0.318,310.247,826.844,385.537,310.247,0.054,0.711,0.00117413,0.2,0.2
L20G015T34-11_G0158T64-3_C9S,658.949,0.314,546.792,924.778,423.295,546.792,0.083,0.459,0.00179427,0.2,0.2
L20G015T34-11_G0158T64-4_C9S,838.887,0.285,393.35,1085.52,432.69,393.35,0.074,0.83,0.00160909,0.2,0.2
L20G015T34-11_G0158T64-5_C9S,425.523,0.313,316.969,595.31,271.226,316.969,0.067,0.511,0.00145483,0.2,0.2
L20G015T34-11_G015T64-17_C9S,693.882,0.318,357.191,986.4,459.934,357.191,0.062,0.737,0.00133052,0.2,0.2
L20G015T34-11_G0167T64-1_C9S,648.045,0.324,392.023,939.986,450.526,392.023,0.061,0.624,0.00132518,0.2,0.2
L20G015T34-11_G0167T64-4_C9S,679.218,0.31,323.772,941.463,422.976,323.772,0.059,0.801,0.0012731,0.2,0.2
L20G015T34-11_G0168T64-3_C9S,978.917,0.238,430.292,1149.87,359.146,430.292,0.081,0.919,0.00174233,0.2,0.2
L20G015T34-11_G0178T64-2_C9S,676.74,0.313,588.565,946.765,431.35,588.565,0.087,0.438,0.00187926,0.2,0.2
L20G015T34-11_G0178T64-3_C9S,369.559,0.323,273.906,534.207,254.873,273.906,0.064,0.51,0.00137451,0.2,0.2
L20G015T34-11_G017T64-6_C9S,749.951,0.305,363.806,1024.1,449.425,363.806,0.071,0.79,0.00152641,0.2,0.2
L20G015T34-11_G018T64-10_C9S,1539.085,0.218,609.792,1752.036,488.419,609.792,0.089,1.036,0.00192113,0.2,0.2
L20G015T34-11_G018T64-3_C9S,954.662,0.268,490.387,1187.746,434.858,490.387,0.07,0.768,0.0015154,0.2,0.2
L20G015T34-11_G025T34-1_C6S,1366.325,0.25,436.703,1639.59,546.53,436.703,0.062,1.251,0.00134973,0.2,0.2
L20G015T34-11_G025T34-4_C6S,1124.616,0.202,347.745,1252.727,317.106,347.745,0.056,1.345,0.00119926,0.2,0.2
L20G015T34-11_G025T64-3_C9S,720.868,0.314,579.54,1011.676,463.07,579.54,0.061,0.473,0.00132134,0.2,0.2
L20G015T34-11_G027T34-0_C6S,1374.476,0.252,447.249,1655.59,557.766,447.249,0.064,1.227,0.00138738,0.2,0.2
L20G015T34-11_G027T34-2_C6S,993.823,0.201,298.745,1105.635,278.138,298.745,0.054,1.385,0.00116373,0.2,0.2
L20G015T34-11_G028T64-0_C9S,739.828,0.336,419.59,1121.033,567.27,419.59,0.062,0.66,0.0013303,0.2,0.2
L20G015T34-11_G028T64-1_C9S,387.364,0.329,362.281,571.861,280.391,362.281,0.061,0.402,0.00132179,0.2,0.2
L20G015T34-11_G038T64-0_C9S,1759.366,0.213,631.023,1988.649,538.224,631.023,0.082,1.149,0.00176852,0.2,0.2
L20G015T34-11_G046T64-0_C9S,1234.66,0.148,287.258,1301.585,226.097,287.258,0.068,1.872,0.00147685,0.2,0.2
L20G015T34-11_G048T64-0_C9S,1633.946,0.086,317.04,1660.824,156.27,317.04,0.081,2.373,0.001754,0.2,0.2
L20G015T34-11_G058T64-2_C9S,1758.519,0.055,333.825,1769.85,103.007,333.825,0.085,2.497,0.00183442,0.2,0.2
L20G015T34-11_G058T64-6_C9S,856.553,0.311,653.529,1190.91,537.552,653.529,0.071,0.5,0.0015397,0.2,0.2
L20G015T34-11_G067T64-0_C9S,1488.323,0.236,626.997,1742.361,538.216,626.997,0.083,0.96,0.00178716,0.2,0.2
L20G015T34-11_G068T64-0_C9S,2008.18,0.172,411.473,2162.726,449.262,411.473,0.091,2.082,0.00195975,0.2,0.2
L20G015T34-11_G068T64-3_C9S,736.829,0.317,551.437,1044.048,484.573,551.437,0.068,0.507,0.00147735,0.2,0.2
L20G015T34-11_G123T64-2_C9S,809.207,0.285,436.13,1047.114,417.381,436.13,0.057,0.722,0.00123853,0.2,0.2
L20G015T34-11_G12T64-0_C9S,1440.877,0.191,543.231,1583.708,373.904,543.231,0.089,1.114,0.00191932,0.2,0.2
L20G015T34-11_G12T64-1_C9S,1723.667,0.225,586.636,1982.697,575.622,586.636,0.089,1.199,0.00192615,0.2,0.2
L20G015T34-11_G12T64-2_C9S,1003.511,0.242,478.246,1186.916,378.936,478.246,0.069,0.845,0.00149382,0.2,0.2
L20G015T34-11_G148T64-1_C9S,1382.206,0.154,319.093,1464.304,266.552,319.093,0.071,1.877,0.00153421,0.2,0.2
L20G015T34-11_G17T64-1_C9S,1133.074,0.16,285.224,1206.62,229.832,285.224,0.078,1.712,0.00169156,0.2,0.2
L20G015T34-15S,506.721,0.361,320.652,855.789,483.474,320.652,0.035,0.581,0.00075611,0.2,0.2
L20G015T34-15_G0125T64-2_C9S,1386.164,0.31,801.265,1921.36,863.22,801.265,0.091,0.66,0.00197528,0.2,0.2
L20G015T34-15_G0125T64-5_C9S,1552.413,0.296,982.682,2066.878,869.028,982.682,0.092,0.609,0.00199128,0.2,0.2
L20G015T34-15_G0128T64-2_C9S,1002.906,0.338,634.71,1531.5,781.944,634.71,0.082,0.59,0.00176919,0.2,0.2
L20G015T34-15_G0128T64-3_C9S,1618.901,0.295,778.349,2149.591,899.474,778.349,0.088,0.803,0.00189123,0.2,0.2
L20G015T34-15_G0158T64-4_C9S,1204.914,0.29,626.742,1578.976,644.934,626.742,0.083,0.745,0.00179325,0.2,0.2
L20G015T34-15_G025T64-0_C9S,937.678,0.335,693.477,1415.403,713.023,693.477,0.068,0.506,0.00147191,0.2,0.2
L20G015T34-15_G048T64-1_C9S,1953.947,0.162,413.555,2084.51,402.972,413.555,0.088,2.033,0.00190382,0.2,0.2
L20G015T34-15_G058T64-7_C9S,2099.639,0.139,432.329,2198.299,354.894,432.329,0.092,2.132,0.00198424,0.2,0.2
L20G015T34-15_G12T64-0_C9S,1937.89,0.246,687.531,2308.441,753.152,687.531,0.096,1.131,0.00207654,0.2,0.2
L20G015T34-15_G12T64-1_C9S,1743.271,0.245,660.715,2072.871,672.654,660.715,0.096,1.06,0.00206971,0.2,0.2
L20G015T34-15_G12T64-2_C9S,1219.997,0.283,576.485,1570.947,620.053,576.485,0.076,0.825,0.00164403,0.2,0.2
L20G015T34-2S,507.013,0.361,319.378,856.282,483.753,319.378,0.035,0.583,0.00075611,0.2,0.2
L20G015T34-2_G0125T64-5_C9S,1384.306,0.31,800.701,1918.785,862.063,800.701,0.091,0.66,0.00197528,0.2,0.2
L20G015T34-2_G0128T64-1_C9S,1618.569,0.295,778.517,2149.15,899.29,778.517,0.088,0.803,0.00189123,0.2,0.2
L20G015T34-2_G0134T64-0_C9S,856.711,0.344,514.217,1340.245,702.812,514.217,0.064,0.62,0.00138045,0.2,0.2
L20G015T34-2_G0135T64-1_C9S,763.63,0.35,476.493,1225.579,659.927,476.493,0.062,0.594,0.00133481,0.2,0.2
L20G015T34-2_G0137T64-1_C9S,796.999,0.345,492.284,1252.031,659.467,492.284,0.065,0.602,0.00141103,0.2,0.2
L20G015T34-2_G0138T64-2_C9S,778.957,0.339,623.24,1194.204,612.459,623.24,0.082,0.467,0.00176605,0.2,0.2
L20G015T34-2_G0145T64-0_C9S,757.576,0.342,467.935,1175.473,610.96,467.935,0.061,0.603,0.00132482,0.2,0.2
L20G015T34-2_G0156T64-1_C9S,809.093,0.348,446.17,1287.308,687.091,446.17,0.061,0.673,0.00132468,0.2,0.2
L20G015T34-2_G0158T64-3_C9S,933.807,0.33,783.804,1383.571,681.46,783.804,0.089,0.448,0.00192671,0.2,0.2
L20G015T34-2_G0158T64-4_C9S,1066.123,0.321,567.235,1530.704,723.647,567.235,0.081,0.711,0.00175963,0.2,0.2
L20G015T34-2_G0158T64-5_C9S,622.647,0.348,468.833,990.663,528.759,468.833,0.074,0.493,0.0016054,0.2,0.2
L20G015T34-2_G015T64-10_C9S,1173.015,0.193,370.934,1292.315,309.067,370.934,0.078,1.325,0.0016792,0.2,0.2
L20G015T34-2_G015T64-17_C9S,890.096,0.345,477.753,1398.28,736.499,477.753,0.069,0.693,0.00148104,0.2,0.2
L20G015T34-2_G0167T64-4_C9S,908.001,0.338,452.703,1386.574,707.949,452.703,0.066,0.75,0.00142367,0.2,0.2
L20G015T34-2_G0178T64-2_C9S,971.706,0.328,831.074,1429.38,697.673,831.074,0.093,0.44,0.00201132,0.2,0.2
L20G015T34-2_G0178T64-3_C9S,574.441,0.353,414.069,934.339,509.771,414.069,0.071,0.513,0.00152508,0.2,0.2
L20G015T34-2_G017T64-6_C9S,979.049,0.333,487.016,1466.742,732.271,487.016,0.078,0.754,0.00167699,0.2,0.2
L20G015T34-2_G018T64-10_C9S,1788.739,0.262,724.633,2197.541,780.157,724.633,0.096,0.978,0.00207128,0.2,0.2
L20G015T34-2_G018T64-3_C9S,1235.037,0.309,658.744,1706.691,763.195,658.744,0.077,0.716,0.00166575,0.2,0.2
L20G015T34-2_G025T34-1_C6S,1719.193,0.268,830.301,2138.939,783.109,830.301,0.069,0.816,0.00149194,0.2,0.2
L20G015T34-2_G025T34-4_C6S,1365.333,0.255,508.829,1654.074,566.16,508.829,0.062,1.069,0.00134983,0.2,0.2
L20G015T34-2_G025T64-3_C9S,937.948,0.335,693.476,1415.811,713.228,693.476,0.068,0.507,0.00147191,0.2,0.2
L20G015T34-2_G027T34-0_C6S,1737.23,0.268,852.264,2161.38,791.325,852.264,0.071,0.804,0.0015295,0.2,0.2
L20G015T34-2_G027T34-2_C6S,1242.929,0.258,440.082,1514.692,526.672,440.082,0.061,1.123,0.0013143,0.2,0.2
L20G015T34-2_G028T64-0_C9S,1010.913,0.348,558.136,1608.414,858.479,558.136,0.068,0.672,0.00147543,0.2,0.2
L20G015T34-2_G028T64-1_C9S,585.874,0.356,505.854,966.135,534.075,505.854,0.068,0.427,0.00147236,0.2,0.2
L20G015T34-2_G048T64-0_C9S,1956.306,0.163,413.657,2088.924,406.804,413.657,0.088,2.033,0.00190382,0.2,0.2
L20G015T34-2_G058T64-2_C9S,2100.282,0.138,430.683,2197.374,351.784,430.683,0.092,2.143,0.00198424,0.2,0.2
L20G015T34-2_G058T64-6_C9S,1065.621,0.33,798.861,1578.872,777.654,798.861,0.078,0.501,0.00169027,0.2,0.2
L20G015T34-2_G068T64-3_C9S,947.531,0.337,695.604,1441.312,732.612,695.604,0.075,0.509,0.00162792,0.2,0.2
L20G015T34-6S,299.152,0.337,198.697,455.047,231.298,198.697,0.028,0.563,0.00060554,0.2,0.2
L20G015T34-6_G0125T64-2_C9S,1230.907,0.293,710.741,1625.72,673.743,710.741,0.084,0.67,0.00182488,0.2,0.2
L20G015T34-6_G0128T64-2_C9S,780.253,0.32,512.06,1116.524,525.423,512.06,0.075,0.577,0.00161861,0.2,0.2
L20G015T34-6_G025T64-0_C9S,720.623,0.315,579.528,1014.545,466.542,579.528,0.061,0.473,0.00132134,0.2,0.2
L20G015T34-6_G038T64-1_C9S,1757.575,0.212,630.091,1983.878,533.734,630.091,0.082,1.151,0.00176854,0.2,0.2
L20G015T34-6_G046T64-1_C9S,1235.833,0.147,285.514,1301.789,224.341,285.514,0.068,1.887,0.00147685,0.2,0.2
L20G015T34-6_G048T64-1_C9S,1633.596,0.086,316.396,1660.469,156.237,316.396,0.081,2.377,0.001754,0.2,0.2
L20G015T34-6_G058T64-7_C9S,1759.127,0.055,334.53,1770.462,103.043,334.53,0.085,2.492,0.00183442,0.2,0.2
L20G015T34-6_G067T64-1_C9S,1482.502,0.236,627.023,1735.546,536.111,627.023,0.083,0.956,0.00178716,0.2,0.2
L20G015T34-6_G068T64-2_C9S,2011.078,0.171,411.388,2163.718,446.316,411.388,0.091,0.479,0.00195975,0.2,0.2
L20G015T34-6_G12T64-0_C9S,1726.829,0.226,586.177,1989.387,580.88,586.177,0.089,0.832,0.00192615,0.2,0.2
L20G015T34-6_G12T64-1_C9S,1441.498,0.191,543.312,1584.391,374.065,543.312,0.089,0.898,0.0019195,0.2,0.2
L20G015T34-6_G12T64-2_C9S,1005.875,0.243,477.889,1191.806,382.575,477.889,0.069,1.181,0.00149364,0.2,0.2
L20G015T64-10S,56.456,-0.906,35.345,407.089,-193.506,35.345,0.044,0.118,0.00094974,0.2,0.2
L20G015T64-10_G015T34-11_C9S,869.769,0.051,238.449,874.563,47.0,238.449,0.071,0.576,0.00152863,0.2,0.2
L20G015T64-10_G017T34-0_C9S,1225.93,0.213,402.908,1385.695,375.036,402.908,0.079,0.797,0.00171684,0.2,0.2
L20G015T64-10_G017T34-4_C9S,791.245,0.002,207.048,791.251,1.586,207.048,0.069,0.524,0.001491,0.2,0.2
L20G015T64-10_G025T34-2_C9S,1179.512,-0.015,171.738,1180.035,-17.439,171.738,0.071,0.287,0.00152544,0.2,0.2
L20G015T64-10_G025T34-5_C9S,1481.2,0.123,264.772,1534.13,215.163,264.772,0.078,0.401,0.00167601,0.2,0.2
L20G015T64-10_G027T34-1_C9S,1052.745,-0.075,142.542,1063.879,-74.224,142.542,0.069,0.25,0.0014878,0.2,0.2
L20G015T64-10_G027T34-3_C9S,1489.359,0.128,272.209,1547.511,227.158,272.209,0.079,0.412,0.00171366,0.2,0.2
L20G015T64-14S,531.781,0.301,327.223,717.876,309.128,327.223,0.053,1.601,0.00113651,0.2,0.2
L20G015T64-17S,64.679,0.134,88.897,67.477,10.441,88.897,0.035,3.117,0.00075586,0.2,0.2
L20G015T64-17_G017T34-0_C9S,924.22,0.348,500.348,1470.481,784.858,500.348,0.07,1.46,0.00151868,0.2,0.2
L20G015T64-17_G025T34-5_C9S,1037.035,0.258,315.941,1263.78,439.427,315.941,0.068,0.767,0.00147792,0.2,0.2
L20G015T64-17_G027T34-3_C9S,1047.287,0.26,320.624,1281.403,450.223,320.624,0.07,0.771,0.00151551,0.2,0.2
L20G015T64-18S,302.077,0.324,150.188,438.161,210.006,150.188,0.036,1.317,0.00077924,0.2,0.2
L20G015T64-1S,55.544,-0.908,34.841,409.068,-194.672,34.841,0.044,0.115,0.00094974,0.2,0.2
L20G015T64-1_G025T34-1_C9S,1477.674,0.124,262.882,1531.435,216.778,262.882,0.078,0.4,0.00167601,0.2,0.2
L20G015T64-1_G025T34-4_C9S,1180.219,-0.016,169.47,1180.814,-18.595,169.47,0.071,0.283,0.00152544,0.2,0.2
L20G015T64-1_G027T34-0_C9S,1490.398,0.128,270.583,1548.591,227.316,270.583,0.079,0.41,0.00171366,0.2,0.2
L20G015T64-1_G027T34-2_C9S,1052.242,-0.075,140.136,1063.37,-74.189,140.136,0.069,0.246,0.0014878,0.2,0.2
L20G015T64-3S,530.304,0.302,326.705,717.917,310.617,326.705,0.053,1.604,0.00113649,0.2,0.2
L20G015T64-7S,64.612,0.134,88.878,67.407,10.43,88.878,0.035,3.12,0.00075586,0.2,0.2
L20G015T64-7_G025T34-1_C9S,1036.912,0.258,315.868,1263.63,439.375,315.868,0.068,0.766,0.00147792,0.2,0.2
L20G015T64-7_G027T34-0_C9S,1049.213,0.259,321.201,1281.177,447.807,321.201,0.07,0.771,0.00151551,0.2,0.2
L20G015T64-8S,302.391,0.324,150.985,438.616,210.224,150.985,0.036,1.322,0.00077923,0.2,0.2
L20G0167T64-0S,21.126,0.016,53.542,21.137,0.344,53.542,0.032,5.15,0.00069908,0.2,0.2
L20G0167T64-1S,274.736,0.232,82.762,319.522,96.522,82.762,0.034,0.742,0.00073634,0.2,0.2
L20G0167T64-2S,19.45,0.208,37.541,21.836,5.735,37.541,0.033,4.663,0.00071726,0.2,0.2
L20G0167T64-3S,19.111,0.208,37.133,21.455,5.635,37.133,0.033,4.694,0.00071726,0.2,0.2
L20G0167T64-4S,20.986,0.015,53.421,20.996,0.32,53.421,0.032,5.167,0.00069908,0.2,0.2
L20G0167T64-5S,279.062,0.23,85.52,323.514,96.634,85.52,0.034,0.754,0.00073634,0.2,0.2
L20G0168T64-0S,575.815,0.155,118.276,610.532,111.991,118.276,0.053,0.474,0.00114923,0.2,0.2
L20G0168T64-3S,575.597,0.158,118.465,611.88,114.818,118.465,0.053,0.477,0.00114923,0.2,0.2
L20G0178T64-0S,50.05,0.1,20.153,51.187,5.687,20.153,0.036,0.886,0.00078352,0.2,0.2
L20G0178T64-1S,324.151,0.285,324.815,419.452,167.194,324.815,0.06,2.575,0.00129339,0.2,0.2
L20G0178T64-2S,325.1,0.285,324.739,420.68,167.683,324.739,0.06,2.567,0.00129339,0.2,0.2
L20G0178T64-3S,50.181,0.104,20.19,51.422,5.969,20.19,0.036,0.888,0.00078352,0.2,0.2
L20G017T34-0S,542.527,0.366,342.59,939.561,542.397,342.59,0.037,1.725,0.00079375,0.2,0.2
L20G017T34-0_G0125T64-5_C9S,1423.353,0.316,824.047,2010.319,928.744,824.047,0.093,1.524,0.00201292,0.2,0.2
L20G017T34-0_G0128T64-1_C9S,1640.258,0.302,794.758,2220.554,960.756,794.758,0.089,1.262,0.00192883,0.2,0.2
L20G017T34-0_G0134T64-0_C9S,887.591,0.349,536.494,1418.322,760.36,536.494,0.066,1.631,0.00141809,0.2,0.2
L20G017T34-0_G0135T64-1_C9S,795.591,0.357,500.44,1318.12,731.833,500.44,0.064,1.707,0.00137245,0.2,0.2
L20G017T34-0_G0137T64-1_C9S,828.743,0.352,516.608,1341.92,728.944,516.608,0.067,1.686,0.00144867,0.2,0.2
L20G017T34-0_G0138T64-2_C9S,813.027,0.345,655.379,1277.21,672.729,655.379,0.084,2.168,0.00180369,0.2,0.2
L20G017T34-0_G0145T64-0_C9S,790.693,0.347,490.615,1252.657,665.654,490.615,0.063,1.672,0.00136242,0.2,0.2
L20G017T34-0_G0156T64-1_C9S,843.04,0.353,469.315,1371.221,748.131,469.315,0.063,1.506,0.00136231,0.2,0.2
L20G017T34-0_G0158T64-3_C9S,961.698,0.337,820.729,1462.862,743.566,820.729,0.091,2.282,0.00196435,0.2,0.2
L20G017T34-0_G0158T64-4_C9S,1101.26,0.326,592.975,1608.522,778.009,592.975,0.083,1.428,0.00179727,0.2,0.2
L20G017T34-0_G0158T64-5_C9S,658.141,0.354,498.479,1075.35,589.279,498.479,0.076,2.051,0.00164304,0.2,0.2
L20G017T34-0_G0167T64-4_C9S,945.007,0.342,474.722,1466.295,762.117,474.722,0.068,1.348,0.00146131,0.2,0.2
L20G017T34-0_G0178T64-2_C9S,1015.05,0.333,874.218,1520.676,759.198,874.218,0.095,2.296,0.00204468,0.2,0.2
L20G017T34-0_G0178T64-3_C9S,611.266,0.358,442.075,1017.53,567.408,442.075,0.072,1.964,0.00156272,0.2,0.2
L20G017T34-0_G017T64-6_C9S,1016.295,0.338,508.712,1551.946,792.383,508.712,0.079,1.339,0.00171462,0.2,0.2
L20G017T34-0_G018T64-10_C9S,1839.386,0.274,756.65,2319.005,875.217,756.65,0.098,1.048,0.00210889,0.2,0.2
L20G017T34-0_G018T64-3_C9S,1283.497,0.319,699.378,1830.58,857.496,699.378,0.079,1.437,0.00170337,0.2,0.2
L20G017T34-0_G027T34-0_C6S,1772.76,0.276,925.063,2245.225,855.914,925.063,0.072,1.332,0.00156511,0.2,0.2
L20G017T34-0_G027T34-2_C6S,1285.827,0.269,468.756,1603.232,589.972,468.756,0.063,0.925,0.00135194,0.2,0.2
L20G017T34-0_G028T64-0_C9S,1094.342,0.345,574.342,1719.137,905.499,574.342,0.07,1.412,0.00151095,0.2,0.2
L20G017T34-0_G028T64-1_C9S,620.877,0.362,536.265,1053.756,597.899,536.265,0.07,2.353,0.00151,0.2,0.2
L20G017T34-0_G048T64-0_C9S,2023.26,0.172,428.905,2178.967,452.636,428.905,0.09,0.497,0.00194095,0.2,0.2
L20G017T34-0_G058T64-2_C9S,2168.439,0.149,444.997,2287.808,400.568,444.997,0.094,0.472,0.00202137,0.2,0.2
L20G017T34-0_G058T64-6_C9S,1102.546,0.336,828.612,1670.646,845.387,828.612,0.08,2.008,0.00172791,0.2,0.2
L20G017T34-0_G068T64-3_C9S,985.316,0.343,724.144,1535.095,801.427,724.144,0.077,1.974,0.00166556,0.2,0.2
L20G017T34-1S,247.731,0.335,166.663,373.944,188.378,166.663,0.026,1.796,0.00056789,0.2,0.2
L20G017T34-1_G0128T64-2_C9S,715.866,0.317,478.336,1014.345,470.787,478.336,0.073,1.76,0.00158097,0.2,0.2
L20G017T34-1_G038T64-1_C9S,1700.905,0.209,588.476,1912.085,505.216,588.476,0.08,0.837,0.00173215,0.2,0.2
L20G017T34-1_G048T64-1_C9S,1558.212,0.062,280.247,1571.089,103.846,280.247,0.079,0.382,0.00171644,0.2,0.2
L20G017T34-1_G058T64-7_C9S,1678.177,0.03,297.989,1681.297,51.999,297.989,0.083,0.366,0.00179686,0.2,0.2
L20G017T34-1_G067T64-1_C9S,1430.048,0.228,596.426,1652.611,488.077,596.426,0.081,1.024,0.00174995,0.2,0.2
L20G017T34-1_G068T64-2_C9S,1947.789,0.16,373.824,2074.217,395.089,373.824,0.089,0.445,0.00192219,0.2,0.2
L20G017T34-1_G12T64-0_C9S,1693.422,0.22,556.668,1933.356,545.306,556.668,0.087,0.802,0.00188855,0.2,0.2
L20G017T34-1_G12T64-1_C9S,1366.594,0.172,508.591,1471.765,305.729,508.591,0.087,0.872,0.0018819,0.2,0.2
L20G017T34-1_G12T64-2_C9S,963.988,0.23,447.0,1117.541,333.811,447.0,0.067,1.141,0.00145604,0.2,0.2
L20G017T34-4S,247.751,0.335,166.17,373.974,188.393,166.17,0.026,1.791,0.00056789,0.2,0.2
L20G017T34-4_G0135T64-1_C9S,442.218,0.334,288.91,664.992,333.495,288.91,0.053,1.743,0.00115272,0.2,0.2
L20G017T34-4_G0137T64-1_C9S,479.745,0.323,302.487,693.483,330.864,302.487,0.057,1.668,0.00122894,0.2,0.2
L20G017T34-4_G0138T64-2_C9S,506.205,0.31,375.214,701.65,315.234,375.214,0.074,1.942,0.0015913,0.2,0.2
L20G017T34-4_G0145T64-0_C9S,484.897,0.32,310.547,693.876,326.53,310.547,0.053,1.691,0.00114582,0.2,0.2
L20G017T34-4_G0156T64-1_C9S,467.405,0.325,267.306,680.32,327.561,267.306,0.053,1.516,0.00113902,0.2,0.2
L20G017T34-4_G0158T64-3_C9S,595.091,0.312,494.005,829.947,376.371,494.005,0.082,2.178,0.00176126,0.2,0.2
L20G017T34-4_G0158T64-5_C9S,376.227,0.312,274.611,524.707,237.948,274.611,0.066,1.915,0.00142135,0.2,0.2
