Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness,ID,Type,Fp
L20G01T63-5_G012T34-7_C9S,6075.099,0.226,2405.494,6998.795,2043.576,2405.494,0.224,0.971,0.00483583,0.5,"[10, 58]","[1, 0, 0, 1, 1, 1]","[10, 10, 10, 5, 0, 0, 5, 0, 10, -1, -1, -1, 0, 0, 0, 10, 10, 10, 5, 5, 10, 0, 0, 5]"
L20G01T63-5_G013T34-0_C9S,6439.219,0.225,2296.018,7406.894,2150.389,2296.018,0.225,0.874,0.00485763,0.5,"[10, 61]","[1, 0, 0, 1, 1, 1]","[10, 10, 10, 5, 0, 0, 5, 0, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G01T63-5_G015T34-2_C9S,6779.804,0.234,2415.448,7910.777,2416.608,2415.448,0.233,0.879,0.00503946,0.5,"[10, 76]","[1, 0, 0, 1, 1, 1]","[10, 10, 10, 5, 0, 0, 5, 0, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G01T63-5_G017T34-0_C9S,6990.776,0.241,2483.883,8254.022,2620.842,2483.883,0.238,0.882,0.00513079,0.5,"[10, 95]","[1, 0, 0, 1, 1, 1]","[10, 10, 10, 5, 0, 0, 5, 0, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G01T63-5_G023T34-1_C9S,7431.134,0.151,1798.123,7852.936,1396.694,1798.123,0.221,0.557,0.00476629,0.5,"[10, 64]","[1, 1, 1, 1, 0, 1]","[10, 10, 10, 5, 0, 0, 5, 0, 10, -1, -1, -1, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G01T63-5_G025T34-1_C9S,7730.603,0.165,1921.38,8269.878,1634.168,1921.38,0.229,0.579,0.00494738,0.5,"[10, 88]","[1, 1, 1, 1, 0, 1]","[10, 10, 10, 5, 0, 0, 5, 0, 10, -1, -1, -1, 10, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 5, 0, 5]"
L20G01T63-5_G027T34-0_C9S,7796.459,0.168,1964.208,8363.919,1688.868,1964.208,0.233,0.589,0.00503851,0.5,"[10, 103]","[1, 1, 1, 1, 0, 1]","[10, 10, 10, 5, 0, 0, 5, 0, 10, -1, -1, -1, 10, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 5, 0, 5]"
L20G01T63-6S,3722.819,-0.137,797.574,3849.924,-463.887,797.574,0.158,0.37,0.00342177,0.5,"[11, -1]","[0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T63-6_G012T34-4_C9S,7669.541,0.266,2810.307,9501.362,3443.273,2810.307,0.224,0.928,0.00484106,0.5,"[11, 56]","[1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 10, 10, 10, 5, 10, 5, 0, 5]"
L20G01T63-6_G013T34-0_C9S,5788.351,0.111,1668.437,5953.371,743.334,1668.437,0.228,0.64,0.00493096,0.5,"[11, 61]","[1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G01T63-6_G013T34-1_C9S,7900.434,0.196,2261.468,8735.188,2129.474,2261.468,0.225,0.685,0.00485835,0.5,"[11, 62]","[0, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
L20G01T63-6_G015T34-11_C9S,5329.552,0.069,1515.057,5384.624,399.075,1515.057,0.22,0.608,0.00475074,0.5,"[11, 82]","[1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 0, 0, 5]"
L20G01T63-6_G015T34-15_C9S,8342.541,0.226,2572.364,9610.993,2806.311,2572.364,0.233,0.756,0.0050416,0.5,"[11, 84]","[0, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667]"
L20G01T63-6_G015T34-2_C9S,6269.885,0.142,1791.069,6579.119,1088.852,1791.069,0.236,0.652,0.00510716,0.5,"[11, 76]","[1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G01T63-6_G017T34-0_C9S,6517.331,0.152,1858.797,6892.931,1235.525,1858.797,0.24,0.657,0.00519124,0.5,"[11, 95]","[1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G01T63-6_G017T34-4_C9S,5121.486,0.046,1426.555,5144.306,248.048,1426.555,0.216,0.583,0.00465996,0.5,"[11, 99]","[1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G01T63-6_G017T34-5_C9S,8489.924,0.236,2702.039,9939.048,3070.177,2702.039,0.238,0.787,0.00513336,0.5,"[11, 100]","[0, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 7.5, 7.5, 7.5]"
L20G01T63-6_G01T34-10_C9S,8495.226,0.301,3806.128,11468.107,4938.341,3806.128,0.285,1.166,0.00615553,0.5,"[11, 31]","[1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 5]"
L20G01T63-6_G01T34-15_C9S,6951.819,0.289,2919.566,9086.627,3693.439,2919.566,0.241,1.083,0.00519532,0.5,"[11, 33]","[1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 0, 5, 0, 10, 10, 10, 10, 5, 10]"
L20G01T63-6_G023T34-2_C9S,6059.591,0.047,1116.915,6087.813,300.238,1116.915,0.22,0.386,0.00476208,0.5,"[11, 65]","[0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G01T63-6_G025T34-2_C9S,5510.291,-0.01,985.688,5511.382,-54.568,985.688,0.212,0.354,0.00457803,0.5,"[11, 89]","[0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 3.333, 3.333, 3.333]"
L20G01T63-6_G025T34-5_C9S,6336.552,0.082,1218.669,6430.758,574.425,1218.669,0.229,0.416,0.00494633,0.5,"[11, 92]","[0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 6.667, 6.667, 6.667]"
L20G01T63-6_G027T34-1_C9S,5229.226,-0.036,933.35,5242.342,-182.166,933.35,0.208,0.344,0.00448598,0.5,"[11, 104]","[0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 2.5, 2.5, 2.5]"
L20G01T63-6_G027T34-3_C9S,6365.187,0.085,1243.958,6467.321,600.789,1243.958,0.233,0.424,0.00503851,0.5,"[11, 106]","[0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 7.5, 7.5, 7.5]"
L20G01T63-6_G0T34-0_C9S,7628.759,0.036,1532.776,7649.326,285.659,1532.776,0.222,0.416,0.00479058,0.5,"[11, 24]","[0, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 10]"
L20G01T63-7S,4166.746,0.254,2070.381,5038.175,1715.411,2070.381,0.195,1.246,0.00421407,0.5,"[12, -1]","[0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 10, 10, 10, 5, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T63-7_G012T34-4_C9S,5797.538,0.259,2783.333,7079.279,2474.404,2783.333,0.248,1.209,0.00536479,0.5,"[12, 56]","[1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 10, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 10, 10, 10, 5, 10, 5, 0, 5]"
L20G01T63-7_G013T34-1_C9S,5570.082,0.293,2827.426,7356.685,3048.81,2827.426,0.24,1.313,0.00517508,0.5,"[12, 62]","[0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 10, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
L20G01T63-7_G015T34-15_C9S,5809.072,0.293,2878.685,7672.331,3179.622,2878.685,0.248,1.281,0.00535329,0.5,"[12, 84]","[0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 10, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667]"
L20G01T63-7_G017T34-5_C9S,5945.386,0.294,2905.457,7873.236,3278.656,2905.457,0.252,1.265,0.0054434,0.5,"[12, 100]","[0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 10, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 7.5, 7.5, 7.5]"
L20G01T63-7_G02T34-6_C9S,5772.264,0.25,3065.826,6926.717,2308.906,3065.826,0.273,1.328,0.0058897,0.5,"[12, 41]","[0, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 10, 10, 10, 5, 10, -1, -1, -1, 0, 10, 10, 10, 0, 10, 5, 0, 5, 0, 5, 5]"
L20G01T63-7_G0T34-0_C9S,8224.606,0.209,2886.845,9245.753,2442.936,2886.845,0.262,0.849,0.00565714,0.5,"[12, 24]","[0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 10, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 10]"
L20G01T63-9S,4533.094,0.149,1252.546,4782.634,837.382,1252.546,0.158,0.635,0.0034198,0.5,"[13, -1]","[0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 5, 10, 10, 5, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T63-9_G012T34-4_C9S,6081.535,0.226,2404.84,7006.21,2045.741,2404.84,0.224,0.97,0.00483583,0.5,"[13, 56]","[1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 5, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 10, 10, 10, 5, 10, 5, 0, 5]"
L20G01T63-9_G012T34-7_C9S,6180.678,0.228,2354.347,7142.597,2109.472,2354.347,0.221,0.936,0.00476637,0.5,"[13, 58]","[1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 5, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 10, 10, 5, 5, 10, 0, 0, 5]"
L20G01T63-9_G013T34-1_C9S,6439.141,0.225,2296.449,7406.804,2150.362,2296.449,0.225,0.874,0.00485763,0.5,"[13, 62]","[0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 5, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
L20G01T63-9_G015T34-15_C9S,6784.685,0.235,2415.13,7929.546,2435.873,2415.13,0.233,0.879,0.00503946,0.5,"[13, 84]","[0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 5, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667]"
L20G01T63-9_G017T34-5_C9S,6990.823,0.241,2483.642,8254.077,2620.86,2483.642,0.238,0.882,0.00513079,0.5,"[13, 100]","[0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 5, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 7.5, 7.5, 7.5]"
L20G01T63-9_G023T34-2_C9S,7435.596,0.151,1802.749,7857.651,1397.533,1802.749,0.221,0.558,0.00476629,0.5,"[13, 65]","[0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 5, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G01T63-9_G025T34-5_C9S,7727.565,0.165,1917.99,8266.628,1633.525,1917.99,0.229,0.578,0.00494738,0.5,"[13, 92]","[0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 5, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 6.667, 6.667, 6.667]"
L20G01T63-9_G027T34-3_C9S,7798.622,0.168,1967.174,8366.239,1689.337,1967.174,0.233,0.589,0.00503851,0.5,"[13, 106]","[0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 5, 10, 10, 5, 10, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 7.5, 7.5, 7.5]"
L20G01T64-1S,1471.678,0.201,410.026,1637.251,411.874,410.026,0.055,0.669,0.00119475,0.5,"[27, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G01T64-1_G01T34-7_C9S,2857.994,0.245,1326.018,3398.355,1102.777,1326.018,0.149,1.155,0.00321837,0.5,"[27, 29]","[0, 1, 0, 1, 1, 1]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 0, 10, 10, 10, 0, 10, 10, 0, 5, 0, 10, 5]"
L20G01T64-1_G01T34-8_C9S,5489.897,0.241,2559.514,6481.931,2058.163,2559.514,0.219,1.157,0.00473529,0.5,"[27, 30]","[1, 1, 0, 1, 0, 1]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 0, 0, 0, 5, 10, 0, 10, 10, 10, 5, 0, 10]"
L20G01T64-1_G023T34-1_C9S,3574.266,0.232,800.732,4156.929,1255.739,800.732,0.129,0.552,0.00279672,0.5,"[27, 64]","[1, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G01T64-1_G025T34-1_C9S,3748.425,0.244,977.801,4449.183,1435.98,977.801,0.138,0.649,0.00298025,0.5,"[27, 88]","[1, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 10, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 5, 0, 5]"
L20G01T64-1_G025T34-4_C9S,3235.762,0.208,643.461,3632.637,954.026,643.461,0.121,0.48,0.00261283,0.5,"[27, 91]","[1, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 10, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 5, 0, 5]"
L20G01T64-1_G027T34-0_C9S,3804.372,0.245,1044.055,4523.665,1467.944,1044.055,0.142,0.683,0.00307172,0.5,"[27, 103]","[1, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 10, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 5, 0, 5]"
L20G01T64-1_G027T34-2_C9S,3026.566,0.197,591.317,3350.417,821.958,591.317,0.117,0.468,0.00252083,0.5,"[27, 105]","[1, 1, 1, 1, 0, 0]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G01T64-1_G02T34-1_C9S,5695.8,0.256,2118.644,6913.822,2378.95,2118.644,0.197,0.934,0.00424672,0.5,"[27, 36]","[1, 1, 1, 1, 1, 0]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 0, 0, 0, 10, 0, 10, 10, 10, 10, 5, 10, 5]"
L20G01T64-1_G02T34-4_C9S,4490.559,0.176,829.29,4855.627,1037.124,829.29,0.152,0.434,0.00327276,0.5,"[27, 39]","[1, 1, 1, 1, 1, 0]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 10, 0, 10, 10, 10, 10, 5, 10, 5, 5, 0, 5]"
L20G01T64-1_G02T34-6_C9S,3096.136,0.232,1541.302,3600.856,1087.759,1541.302,0.146,1.227,0.0031452,0.5,"[27, 41]","[0, 1, 0, 1, 1, 1]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 0, 10, 10, 10, 0, 10, 5, 0, 5, 0, 5, 5]"
L20G01T64-1_G18T34-1_C9S,2635.93,0.25,987.748,3163.116,1054.372,987.748,0.131,0.937,0.00282923,0.5,"[27, 191]","[0, 1, 0, 1, 0, 1]","[0, 0, 0, 10, 0, 10, 5, 0, 10, 0, 0, 5, 0, 5, 10, 0, 10, 5, 6.667, 10, 3.333, 6.667, 3.333, 10]"
L20G023T34-1S,2014.769,0.216,245.788,2286.964,630.082,245.788,0.077,0.297,0.00165824,0.5,"[64, -1]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G023T34-1_G0124T64-3_C9S,5354.806,0.22,1282.079,6113.508,1724.323,1282.079,0.21,0.584,0.00454658,0.5,"[64, 138]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 5, 10, 10, 2.5, 5, 5, 5, 0, 5]"
L20G023T34-1_G0124T64-4_C9S,4556.635,0.096,620.718,4651.476,493.962,620.718,0.179,0.299,0.00386929,0.5,"[64, 139]","[1, 1, 1, 1, 0, 1]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 10, 10, 5, 0, 10, 5, 0, 5, 7.5, 5, 5]"
L20G023T34-1_G0125T64-0_C9S,5131.155,0.104,862.273,5258.101,610.315,862.273,0.193,0.371,0.00416638,0.5,"[64, 147]","[1, 1, 1, 1, 0, 1]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 10, 10, 5, 0, 10, 5, 0, 5, 6.667, 3.333, 3.333]"
L20G023T34-1_G0128T64-1_C9S,5885.452,0.195,1583.709,6499.47,1574.406,1583.709,0.193,0.643,0.00416894,0.5,"[64, 168]","[1, 1, 1, 0, 0, 1]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 10, 10, 5, 0, 0, 5, 0, 5, 6.667, 3.333, 10]"
L20G023T34-1_G0128T64-2_C9S,3568.654,0.265,1222.265,4411.674,1590.603,1222.265,0.186,0.867,0.00402471,0.5,"[64, 169]","[1, 1, 1, 1, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 0, 10, 10, 5, 0, 10, 3.333, 0, 6.667, 0, 5, 5]"
L20G023T34-1_G0128T64-3_C9S,5116.263,0.272,1889.502,6421.438,2399.219,1889.502,0.202,0.94,0.00435345,0.5,"[64, 170]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 0, 0, 0, 10, 5, 10, 5, 5, 10, 0, 3.333, 6.667]"
L20G023T34-1_G0134T64-1_C9S,2819.571,0.261,852.931,3456.881,1220.901,852.931,0.144,0.763,0.00311563,0.5,"[64, 144]","[1, 1, 1, 1, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 5, 0, 10, 2.5, 5, 5, 5, 5, 5]"
L20G023T34-1_G0134T64-2_C9S,2782.48,0.248,731.249,3326.632,1097.081,731.249,0.139,0.656,0.00300038,0.5,"[64, 145]","[1, 1, 1, 1, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 5, 0, 10, 5, 5, 5, 7.5, 5, 5]"
L20G023T34-1_G0135T64-0_C9S,2655.114,0.246,732.224,3162.808,1031.897,732.224,0.138,0.687,0.00298934,0.5,"[64, 153]","[1, 1, 1, 1, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 5, 0, 10, 3.333, 3.333, 6.667, 5, 5, 5]"
L20G023T34-1_G0137T64-0_C9S,2761.412,0.243,798.156,3271.846,1050.275,798.156,0.147,0.719,0.00317964,0.5,"[64, 159]","[1, 1, 1, 1, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 5, 0, 10, 2.5, 2.5, 7.5, 5, 5, 5]"
L20G023T34-1_G0138T64-2_C9S,3529.705,0.169,679.209,3790.242,770.819,679.209,0.185,0.45,0.00400451,0.5,"[64, 172]","[1, 1, 1, 1, 0, 1]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 10, 10, 5, 0, 10, 3.333, 0, 6.667, 5, 5, 5]"
L20G023T34-1_G0145T64-1_C9S,2837.665,0.251,560.597,3411.586,1143.268,560.597,0.137,0.494,0.00295226,0.5,"[64, 156]","[1, 1, 1, 1, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 5, 0, 10, 5, 5, 7.5, 6.667, 6.667, 6.667]"
L20G023T34-1_G014T64-2_C9S,5247.229,0.218,1284.834,5973.246,1665.176,1284.834,0.192,0.596,0.00414803,0.5,"[64, 68]","[1, 1, 1, 0, 0, 1]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 0, 0, 10, 0, 0, 5, 5, 2.5, 5, 10, 5, 10]"
L20G023T34-1_G014T64-3_C9S,4062.932,0.063,735.698,4097.646,275.509,735.698,0.19,0.385,0.00410422,0.5,"[64, 69]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 0, 0, 5, 5, 5, 7.5, 10, 5, 10]"
L20G023T34-1_G014T64-7_C9S,3133.782,0.268,1025.545,3898.905,1427.468,1025.545,0.162,0.83,0.00350422,0.5,"[64, 72]","[1, 1, 1, 1, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 5, 0, 10, 2.5, 5, 5, 7.5, 5, 5]"
L20G023T34-1_G0156T64-0_C9S,2280.391,0.22,580.842,2603.491,734.318,580.842,0.139,0.621,0.00299373,0.5,"[64, 157]","[1, 1, 1, 1, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 5, 0, 10, 2.5, 2.5, 5, 3.333, 3.333, 3.333]"
L20G023T34-1_G0158T64-3_C9S,3856.898,0.195,1021.703,4259.281,1031.751,1021.703,0.204,0.633,0.00440539,0.5,"[64, 176]","[1, 1, 1, 1, 0, 1]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 10, 10, 5, 0, 10, 3.333, 0, 6.667, 3.333, 3.333, 3.333]"
L20G023T34-1_G0158T64-5_C9S,3058.842,0.143,419.006,3212.132,535.98,419.006,0.169,0.313,0.00365794,0.5,"[64, 178]","[1, 1, 1, 1, 0, 1]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 10, 10, 5, 0, 10, 3.333, 0, 6.667, 6.667, 6.667, 6.667]"
L20G023T34-1_G015T34-11_C6S,3382.961,0.225,1049.319,3891.347,1129.746,1049.319,0.143,0.76,0.00309638,0.5,"[64, 82]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 0, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 0, 0, 5]"
L20G023T34-1_G015T34-2_C6S,4041.689,0.262,1748.817,4965.385,1762.779,1748.817,0.159,1.092,0.00344057,0.5,"[64, 76]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G023T34-1_G015T64-1_C9S,3597.549,0.088,648.191,3659.7,353.129,648.191,0.176,0.392,0.00380873,0.5,"[64, 75]","[1, 1, 1, 0, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 0, 0, 5, 3.333, 3.333, 6.667, 10, 5, 10]"
L20G023T34-1_G0167T64-2_C9S,2309.622,0.226,548.272,2660.791,776.924,548.272,0.146,0.582,0.00316054,0.5,"[64, 163]","[1, 1, 1, 1, 0, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 0, 10, 5, 0, 10, 5, 2.5, 2.5, 7.5, 2.5, 2.5]"
L20G023T34-1_G0178T64-2_C9S,3896.977,0.199,1147.957,4324.587,1074.398,1147.957,0.213,0.706,0.00460641,0.5,"[64, 183]","[1, 1, 1, 1, 0, 1]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 10, 10, 5, 0, 10, 3.333, 0, 6.667, 2.5, 2.5, 2.5]"
L20G023T34-1_G0178T64-3_C9S,2838.866,0.147,339.603,2990.376,515.34,339.603,0.161,0.274,0.00348473,0.5,"[64, 184]","[1, 1, 1, 1, 0, 1]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 10, 10, 10, 5, 0, 10, 3.333, 0, 6.667, 7.5, 7.5, 7.5]"
L20G023T34-1_G017T34-0_C6S,4154.014,0.27,1836.567,5190.74,1919.863,1836.567,0.164,1.123,0.00353257,0.5,"[64, 95]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G023T34-1_G017T34-4_C6S,3124.169,0.226,868.125,3599.187,1050.925,868.125,0.14,0.681,0.00301706,0.5,"[64, 99]","[1, 1, 1, 0, 1, 0]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G023T34-1_G018T64-1_C9S,3799.075,0.284,1575.031,4903.906,1945.125,1575.031,0.178,1.065,0.00384607,0.5,"[64, 111]","[1, 1, 1, 0, 0, 1]","[10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5, 0, 0, 0, 10, 5, 10, 6.667, 3.333, 10, 0, 0, 5]"
