Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness,ID,Type,Fp
L20G046T64-0_G017T34-4_C9S,4114.108,0.182,996.393,4476.663,996.03,996.393,0.19,0.573,0.00409498,0.6,"[93, 99]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 5, 2.5, 5, 2.5, 2.5, 5, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G046T64-0_G027T34-2_C9S,4487.967,0.131,840.462,4672.512,704.372,840.462,0.188,0.424,0.00406589,0.6,"[93, 105]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 5, 2.5, 5, 2.5, 2.5, 5, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G046T64-1S,2373.887,0.104,325.475,2432.617,282.357,325.475,0.119,0.303,0.00256637,0.6,"[94, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 5, 7.5, 5, 5, 7.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G046T64-1_G017T34-1_C9S,4116.657,0.182,996.486,4479.437,996.647,996.486,0.19,0.572,0.00409498,0.6,"[94, 96]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 5, 7.5, 5, 5, 7.5, 0, 0, 0, 10, 0, 10, 10, 5, 10, 2.5, 2.5, 2.5]"
L20G046T64-1_G027T34-1_C9S,4485.447,0.131,840.561,4669.889,703.976,840.561,0.188,0.424,0.00406591,0.6,"[94, 104]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 7.5, 5, 7.5, 5, 5, 7.5, 0, 0, 0, 0, 0, 10, 5, 5, 10, 2.5, 2.5, 2.5]"
L20G048T64-0S,3835.746,-0.027,227.802,3841.199,-100.986,227.802,0.154,0.116,0.00333659,0.6,"[119, -1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 6.667, 3.333, 10, 5, 2.5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G048T64-1S,3833.379,-0.027,228.742,3838.829,-100.923,228.742,0.154,0.116,0.00333659,0.6,"[120, -1]","[1, 1, 1, 0, 0, 0]","[10, 10, 10, 10, 0, 10, 3.333, 0, 6.667, 5, 5, 7.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G04T64-0S,3245.75,0.281,1867.604,4159.304,1625.542,1867.604,0.166,1.474,0.00358477,0.6,"[42, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 5, 5, 2.5, 5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G057T64-0S,2043.555,0.017,90.29,2044.757,35.362,90.29,0.101,0.09,0.00217195,0.6,"[107, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 3.333, 6.667, 2.5, 2.5, 7.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G057T64-1S,2041.429,0.017,90.105,2042.63,35.325,90.105,0.101,0.09,0.00217195,0.6,"[108, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 2.5, 7.5, 3.333, 3.333, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G058T64-0S,5814.706,0.16,745.781,6192.131,1179.454,745.781,0.194,0.298,0.0041909,0.6,"[121, -1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 6.667, 3.333, 10, 6.667, 3.333, 3.333, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G058T64-1S,2874.836,0.019,151.842,2876.953,55.721,151.842,0.129,0.108,0.00279256,0.6,"[122, -1]","[0, 1, 0, 1, 0, 1]","[10, 0, 0, 10, 0, 10, 6.667, 3.333, 10, 6.667, 3.333, 3.333, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G058T64-2S,4176.435,-0.06,393.33,4204.997,-238.019,393.33,0.166,0.177,0.00357692,0.6,"[123, -1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 6.667, 3.333, 10, 6.667, 3.333, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G058T64-3S,1933.205,0.284,1257.224,2495.411,989.8,1257.224,0.13,1.67,0.00281761,0.6,"[124, -1]","[0, 1, 0, 0, 0, 1]","[0, 0, 0, 10, 0, 10, 6.667, 3.333, 10, 3.333, 3.333, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G058T64-4S,2877.604,0.02,151.593,2879.955,58.775,151.593,0.129,0.107,0.00279256,0.6,"[125, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 3.333, 6.667, 0, 3.333, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G058T64-5S,5816.944,0.159,745.459,6189.037,1170.103,745.459,0.194,0.297,0.00419094,0.6,"[126, -1]","[1, 1, 1, 0, 0, 0]","[10, 10, 10, 10, 0, 10, 3.333, 0, 6.667, 3.333, 6.667, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G058T64-6S,1930.908,0.285,1257.278,2498.596,995.944,1257.278,0.13,1.673,0.00281761,0.6,"[127, -1]","[1, 0, 0, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 6.667, 3.333, 6.667, 3.333, 0, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G058T64-7S,4175.954,-0.06,392.936,4204.513,-237.991,392.936,0.166,0.177,0.00357692,0.6,"[128, -1]","[1, 1, 1, 0, 0, 0]","[10, 10, 10, 10, 0, 10, 3.333, 0, 6.667, 3.333, 3.333, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G05T63-0S,2622.14,0.16,944.116,2792.34,531.874,944.116,0.127,0.835,0.00274486,0.6,"[15, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G05T63-0_G013T34-0_C9S,4930.55,0.251,2014.915,5927.759,1986.472,2014.915,0.212,1.022,0.00457598,0.6,"[15, 61]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G05T63-0_G015T34-11_C9S,4563.238,0.238,1792.743,5360.14,1674.165,1792.743,0.203,0.973,0.00437726,0.6,"[15, 82]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 0, 0, 5]"
L20G05T63-0_G015T34-15_C9S,5569.3,0.266,2412.496,6899.492,2500.361,2412.496,0.219,1.097,0.00473549,0.6,"[15, 84]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 6.667, 6.667, 6.667]"
L20G05T63-0_G015T34-6_C9S,4830.889,0.217,1767.708,5491.384,1521.878,1767.708,0.199,0.891,0.00429724,0.6,"[15, 78]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 3.333, 3.333, 3.333]"
L20G05T63-0_G017T34-1_C9S,4692.798,0.218,1696.117,5342.103,1489.231,1696.117,0.195,0.88,0.00420742,0.6,"[15, 96]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 2.5, 2.5, 2.5]"
L20G05T63-0_G017T34-4_C9S,4397.696,0.231,1678.042,5106.357,1533.899,1678.042,0.198,0.939,0.00427345,0.6,"[15, 99]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G05T63-0_G017T34-5_C9S,5722.731,0.273,2507.142,7198.69,2703.222,2507.142,0.224,1.115,0.00484505,0.6,"[15, 100]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 7.5, 7.5, 7.5]"
L20G05T63-0_G01T34-16_C9S,5013.512,0.253,2301.029,6050.408,2049.201,2301.029,0.236,1.15,0.00509987,0.6,"[15, 34]","[1, 1, 1, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 10, 10, 10, 10, 10, 10, 5, 0, 0, 5]"
L20G05T63-0_G023T34-1_C9S,5423.597,0.202,1858.616,6041.428,1529.284,1858.616,0.211,0.824,0.00454766,0.6,"[15, 64]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G05T63-0_G025T34-2_C9S,5965.953,0.225,1725.115,6862.506,1992.341,1725.115,0.198,0.708,0.00427707,0.6,"[15, 89]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 3.333, 3.333, 3.333]"
L20G05T63-0_G025T34-4_C9S,4957.009,0.167,1561.624,5312.753,1065.102,1561.624,0.201,0.735,0.00434837,0.6,"[15, 91]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 10, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 5, 0, 5]"
L20G05T63-0_G025T34-5_C9S,6398.334,0.252,1926.862,7706.949,2596.459,1926.862,0.218,0.754,0.00471378,0.6,"[15, 92]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 6.667, 6.667, 6.667]"
L20G05T63-0_G027T34-1_C9S,5819.114,0.222,1669.489,6663.317,1901.358,1669.489,0.194,0.701,0.00418878,0.6,"[15, 104]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 2.5, 2.5, 2.5]"
L20G05T63-0_G027T34-2_C9S,4688.091,0.152,1467.728,4958.27,888.746,1467.728,0.197,0.721,0.0042444,0.6,"[15, 105]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G05T63-0_G027T34-3_C9S,6415.335,0.253,1949.551,7742.156,2622.176,1949.551,0.223,0.762,0.00482364,0.6,"[15, 106]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 7.5, 7.5, 7.5]"
L20G05T63-0_G02T34-4_C9S,6463.173,0.157,1916.605,6864.61,1278.462,1916.605,0.236,0.686,0.005097,0.6,"[15, 39]","[1, 1, 1, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 10, 0, 10, 10, 10, 10, 5, 10, 5, 5, 0, 5]"
L20G05T63-0_G0T34-0_C9S,7068.82,0.156,1801.197,7501.413,1386.517,1801.197,0.198,0.589,0.00427967,0.6,"[15, 24]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 3.333, 3.333, 3.333, -1, -1, -1, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 10]"
L20G05T63-1S,2623.719,0.16,944.922,2794.021,532.195,944.922,0.127,0.836,0.00274485,0.6,"[16, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G05T63-1_G013T34-1_C9S,4927.527,0.251,2011.626,5924.125,1985.254,2011.626,0.212,1.021,0.00457596,0.6,"[16, 62]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
L20G05T63-1_G015T34-11_C9S,4831.886,0.218,1767.888,5500.435,1533.369,1767.888,0.199,0.891,0.00429726,0.6,"[16, 82]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 0, 0, 5]"
L20G05T63-1_G015T34-2_C9S,5568.218,0.266,2411.326,6898.152,2499.875,2411.326,0.219,1.096,0.00473551,0.6,"[16, 76]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 0, 0, 5]"
L20G05T63-1_G015T34-6_C9S,4560.96,0.238,1790.255,5357.465,1673.329,1790.255,0.203,0.972,0.00437727,0.6,"[16, 78]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 3.333, 3.333, 3.333]"
L20G05T63-1_G017T34-0_C9S,5723.211,0.272,2504.934,7183.22,2683.841,2504.934,0.224,1.113,0.00484507,0.6,"[16, 95]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 0, 0, 5]"
L20G05T63-1_G017T34-1_C9S,4400.311,0.232,1682.89,5117.632,1545.951,1682.89,0.198,0.942,0.00427345,0.6,"[16, 96]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 2.5, 2.5, 2.5]"
L20G05T63-1_G017T34-4_C9S,4699.392,0.218,1696.932,5349.609,1491.323,1696.932,0.195,0.88,0.00420744,0.6,"[16, 99]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 0, 0, 5]"
L20G05T63-1_G01T34-14_C9S,5013.757,0.253,2302.419,6050.703,2049.301,2302.419,0.236,1.151,0.00509985,0.6,"[16, 32]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 0, 5, 0]"
L20G05T63-1_G023T34-2_C9S,5426.911,0.202,1858.459,6045.119,1530.218,1858.459,0.211,0.823,0.00454765,0.6,"[16, 65]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G05T63-1_G025T34-1_C9S,6395.906,0.252,1925.068,7704.025,2595.474,1925.068,0.218,0.754,0.00471378,0.6,"[16, 88]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 10, 0, 10, 10, 10, 10, 3.333, 3.333, 3.333, 5, 0, 5]"
L20G05T63-1_G025T34-2_C9S,4964.046,0.167,1560.013,5320.295,1066.614,1560.013,0.201,0.733,0.00434835,0.6,"[16, 89]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 3.333, 3.333, 3.333]"
L20G05T63-1_G025T34-4_C9S,5970.839,0.226,1726.507,6878.683,2008.504,1726.507,0.198,0.709,0.00427707,0.6,"[16, 91]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 10, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 5, 0, 5]"
L20G05T63-1_G027T34-0_C9S,6414.386,0.253,1950.485,7741.011,2621.788,1950.485,0.223,0.762,0.00482364,0.6,"[16, 103]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 10, 0, 10, 10, 10, 10, 2.5, 2.5, 2.5, 5, 0, 5]"
L20G05T63-1_G027T34-1_C9S,4688.972,0.152,1467.126,4959.202,888.914,1467.126,0.196,0.721,0.00424439,0.6,"[16, 104]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 2.5, 2.5, 2.5]"
L20G05T63-1_G027T34-2_C9S,5817.809,0.222,1669.07,6661.823,1900.931,1669.07,0.194,0.701,0.00418878,0.6,"[16, 105]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G05T63-1_G02T34-2_C9S,6462.122,0.157,1917.675,6863.494,1278.255,1917.675,0.236,0.687,0.00509699,0.6,"[16, 37]","[0, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 0]"
L20G05T63-1_G0T34-0_C9S,7033.392,0.154,1852.5,7451.15,1356.356,1852.5,0.207,0.608,0.00447748,0.6,"[16, 24]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, -1, -1, -1, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 10]"
L20G05T64-0S,2890.142,0.212,1405.029,3262.273,877.667,1405.029,0.156,1.178,0.00336958,0.6,"[43, -1]","[0, 1, 0, 1, 0, 0]","[10, 0, 10, 0, 0, 10, 3.333, 3.333, 3.333, 6.667, 3.333, 3.333, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G05T64-1S,2162.247,0.037,132.973,2168.412,83.314,132.973,0.108,0.128,0.00232406,0.6,"[44, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 3.333, 6.667, 3.333, 3.333, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G05T64-2S,2890.141,0.212,1405.221,3262.272,877.667,1405.221,0.156,1.179,0.00336957,0.6,"[45, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 6.667, 6.667, 6.667, 3.333, 6.667, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G067T64-0S,2761.487,0.164,1210.172,2951.393,578.981,1210.172,0.148,1.02,0.00319658,0.6,"[109, -1]","[0, 1, 0, 1, 0, 0]","[10, 0, 10, 0, 0, 10, 2.5, 2.5, 2.5, 5, 2.5, 2.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G067T64-1S,2764.735,0.164,1210.89,2954.864,579.662,1210.89,0.148,1.02,0.00319654,0.6,"[110, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 7.5, 7.5, 5, 7.5, 7.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G068T64-0S,5206.697,0.118,514.515,5376.451,719.298,514.515,0.175,0.221,0.00377272,0.6,"[129, -1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 6.667, 3.333, 10, 5, 2.5, 2.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G068T64-1S,1523.72,0.296,981.168,2028.676,852.966,981.168,0.122,1.669,0.00263061,0.6,"[130, -1]","[0, 1, 0, 0, 0, 1]","[0, 0, 0, 10, 0, 10, 6.667, 3.333, 10, 2.5, 2.5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G068T64-2S,5203.887,0.118,514.61,5373.55,718.91,514.61,0.175,0.221,0.00377265,0.6,"[131, -1]","[1, 1, 1, 0, 0, 0]","[10, 10, 10, 10, 0, 10, 3.333, 0, 6.667, 5, 7.5, 7.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G068T64-3S,1521.396,0.296,980.676,2025.582,851.665,980.676,0.122,1.671,0.00263061,0.6,"[132, -1]","[1, 0, 0, 0, 1, 0]","[0, 0, 10, 10, 10, 10, 7.5, 5, 7.5, 3.333, 0, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G06T63-0S,2838.218,0.203,1353.072,3165.571,806.287,1353.072,0.144,1.147,0.00310393,0.6,"[17, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 5, 2.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G06T63-0_G023T34-1_C9S,5670.062,0.226,2335.569,6532.174,1907.327,2335.569,0.227,1.01,0.00489394,0.6,"[17, 64]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 5, 2.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 5, 5, 5, 5, 0, 5]"
L20G06T63-0_G025T34-4_C9S,5219.057,0.196,2013.949,5770.498,1406.738,2013.949,0.218,0.923,0.00470198,0.6,"[17, 91]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 5, 2.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 6.667, 6.667, 6.667, 5, 0, 5]"
L20G06T63-0_G027T34-2_C9S,4957.559,0.184,1914.827,5406.165,1219.037,1914.827,0.213,0.915,0.00459976,0.6,"[17, 105]","[1, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 5, 2.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 7.5, 7.5, 7.5, 5, 0, 5]"
L20G06T63-0_G02T34-4_C9S,6730.9,0.184,2411.863,7339.974,1655.092,2411.863,0.252,0.849,0.00544328,0.6,"[17, 39]","[1, 1, 1, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 2.5, 5, 2.5, -1, -1, -1, 10, 0, 10, 10, 10, 10, 5, 10, 5, 5, 0, 5]"
L20G06T63-0_G0T34-0_C9S,7281.019,0.174,2218.82,7856.996,1655.106,2218.82,0.218,0.716,0.00470942,0.6,"[17, 24]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 5, 2.5, -1, -1, -1, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 10]"
L20G06T63-1S,2843.08,0.203,1353.027,3170.993,807.668,1353.027,0.144,1.145,0.00310393,0.6,"[18, -1]","[0, 1, 0, 1, 0, 0]","[10, 0, 10, 0, 0, 10, 7.5, 7.5, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G06T63-1_G023T34-2_C9S,5671.907,0.226,2335.397,6534.299,1907.948,2335.397,0.227,1.01,0.00489395,0.6,"[18, 65]","[0, 1, 0, 1, 1, 0]","[10, 0, 10, 0, 0, 10, 7.5, 7.5, 5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 5]"
L20G06T63-1_G025T34-2_C9S,5225.856,0.196,2015.478,5778.016,1408.571,2015.478,0.218,0.923,0.00470197,0.6,"[18, 89]","[0, 1, 0, 1, 1, 0]","[10, 0, 10, 0, 0, 10, 7.5, 7.5, 5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 3.333, 3.333, 3.333]"
L20G06T63-1_G027T34-1_C9S,4959.567,0.184,1914.225,5408.354,1219.531,1914.225,0.213,0.914,0.00459978,0.6,"[18, 104]","[0, 1, 0, 1, 1, 0]","[10, 0, 10, 0, 0, 10, 7.5, 7.5, 5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 2.5, 2.5, 2.5]"
L20G06T63-1_G02T34-2_C9S,6730.326,0.184,2408.438,7339.348,1654.951,2408.438,0.252,0.847,0.00544329,0.6,"[18, 37]","[0, 1, 0, 1, 1, 0]","[10, 0, 10, 0, 0, 10, 7.5, 7.5, 5, -1, -1, -1, 0, 0, 0, 0, 0, 10, 5, 5, 10, 5, 5, 0]"
L20G06T63-1_G0T34-0_C9S,7272.411,0.172,2277.023,7832.083,1626.955,2277.023,0.223,0.734,0.00481841,0.6,"[18, 24]","[0, 1, 0, 1, 0, 0]","[10, 0, 10, 0, 0, 10, 7.5, 7.5, 5, -1, -1, -1, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 10]"
L20G078T64-0S,2589.336,0.015,93.956,2590.519,39.45,93.956,0.116,0.074,0.00250256,0.6,"[133, -1]","[0, 1, 0, 1, 0, 1]","[10, 0, 0, 10, 0, 10, 6.667, 3.333, 10, 7.5, 2.5, 2.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G078T64-1S,2590.216,0.016,93.94,2591.564,42.139,93.94,0.116,0.074,0.00250256,0.6,"[134, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 7.5, 2.5, 7.5, 0, 3.333, 6.667, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G07T63-0S,2627.212,0.141,998.864,2754.725,452.172,998.864,0.133,0.868,0.00287359,0.6,"[19, -1]","[0, 1, 0, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
L20G07T63-0_G013T34-0_C9S,5288.531,0.247,2059.113,6311.216,2070.213,2059.113,0.218,0.971,0.0047183,0.6,"[19, 61]","[1, 1, 0, 1, 1, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 0, 0, 10, 10, 10, 10, 5, 5, 5, 0, 0, 5]"
L20G07T63-0_G013T34-1_C9S,5673.535,0.236,2134.041,6641.936,2051.698,2134.041,0.214,0.93,0.00463136,0.6,"[19, 62]","[0, 1, 1, 1, 0, 0]","[0, 0, 10, 10, 0, 10, 2.5, 2.5, 2.5, -1, -1, -1, 0, 0, 0, 10, 0, 10, 10, 5, 10, 5, 5, 5]"
